u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y
6	12	1.224490	2.448980	0.000000	4.000000	-3.000000	-0.773789	-1.293142	0.572388
7	12	1.428571	2.448980	0.000000	4.000000	-3.000000	-1.244655	0.572390	-6.907670
8	12	1.632653	2.448980	1.000000	2.000000	-3.000000	-1.778720	0.450603	-4.121131
9	12	1.836735	2.448980	1.000000	2.000000	-3.000000	1.496044	-1.869816	9.389658
10	12	2.040816	2.448980	1.000000	2.000000	-3.000000	0.654366	-1.161784	5.582203
11	12	2.244898	2.448980	1.000000	2.000000	-3.000000	-0.055585	-0.283139	1.526368
12	12	2.448980	2.448980	1.000000	2.000000	-3.000000	0.279969	-0.300860	2.250637
13	12	2.653061	2.448980	1.000000	2.000000	-3.000000	-1.125489	-1.209477	2.165573
14	12	2.857143	2.448980	1.000000	2.000000	-3.000000	2.445752	0.388979	4.512688
15	12	3.061224	2.448980	1.000000	2.000000	-3.000000	0.129221	0.251474	0.292142
16	12	3.265306	2.448980	1.000000	2.000000	-3.000000	0.109395	-0.194269	1.589717
17	12	3.469388	2.448980	1.000000	2.000000	-3.000000	0.725767	-0.755792	4.507028
18	12	3.673469	2.448980	1.000000	2.000000	-3.000000	0.481009	1.048707	-1.395983
19	12	3.877551	2.448980	1.000000	2.000000	-3.000000	0.223884	1.655407	-3.730333
20	12	4.081633	2.448980	1.000000	2.000000	-3.000000	-0.790474	-0.483561	0.657856
21	12	4.285714	2.448980	1.000000	2.000000	-3.000000	0.471468	-0.612167	3.567558
22	12	4.489796	2.448980	1.000000	2.000000	-0.500000	1.882024	0.491208	4.306565
23	12	4.693878	2.448980	1.000000	2.000000	-0.500000	1.345420	-0.358029	3.657975
24	12	4.897959	2.448980	1.000000	2.000000	-0.500000	1.593187	-0.139397	4.044192
25	12	5.102041	2.448980	1.000000	2.000000	-0.500000	-0.511216	0.739653	-0.604138
26	12	5.306122	2.448980	1.000000	2.000000	-0.500000	-0.989605	-1.909356	-0.236411
27	12	5.510204	2.448980	1.000000	2.000000	-0.500000	-0.125787	1.318302	-0.122605
28	12	5.714286	2.448980	5.000000	0.500000	-0.500000	0.055725	0.072681	4.779642
29	12	5.918367	2.448980	5.000000	0.500000	-0.500000	1.094192	-0.411493	5.540962
30	12	6.122449	2.448980	5.000000	0.500000	-0.500000	-1.692465	-0.089234	3.986505
31	12	6.326531	2.448980	5.000000	0.500000	-0.500000	1.529550	-0.037571	5.571681
32	12	6.530612	2.448980	5.000000	0.500000	-0.500000	-0.158008	-1.731201	5.574717
33	12	6.734694	2.448980	5.000000	0.500000	-0.500000	-0.426881	1.494938	3.827211
34	12	6.938776	2.448980	5.000000	0.500000	-0.500000	-1.012104	0.041326	4.261405
35	12	7.142857	2.448980	5.000000	0.500000	-0.500000	-1.654857	0.443002	3.739191
36	12	7.346939	2.448980	5.000000	0.500000	-0.500000	0.823171	0.951550	4.723931
37	12	7.551020	2.448980	5.000000	0.500000	-0.500000	0.073318	-1.021162	5.335360
38	12	7.755102	2.448980	5.000000	0.500000	-0.500000	-1.289961	0.473472	3.906404
39	12	7.959184	2.448980	5.000000	0.500000	-0.500000	-1.295079	-0.267641	4.274401
40	12	8.163265	2.448980	5.000000	0.500000	-0.500000	-0.335785	0.846771	4.196842
41	12	8.367347	2.448980	5.000000	0.500000	-0.500000	1.669022	-2.127227	6.686245
42	12	8.571429	2.448980	5.000000	0.500000	3.000000	-0.259591	-0.099094	4.361042
43	12	8.775510	2.448980	5.000000	0.500000	3.000000	-1.503143	-0.602821	2.228087
44	12	8.979592	2.448980	5.000000	0.500000	3.000000	-0.245743	0.432263	5.962037
45	12	9.183673	2.448980	5.000000	0.500000	3.000000	-0.272724	0.470044	6.061891
46	12	9.387755	2.448980	5.000000	0.500000	3.000000	-2.696887	-0.707626	1.316799
47	12	9.591837	2.448980	0.000000	-1.500000	3.000000	-0.054295	-0.712174	-2.266959
48	12	9.795918	2.448980	0.000000	-1.500000	3.000000	-0.230935	-0.110665	-0.197474
49	12	10.000000	2.448980	0.000000	-1.500000	3.000000	0.696206	-0.896642	-3.946116
0	13	0.000000	2.653061	0.000000	4.000000	4.000000	1.848956	0.841984	10.551879
1	13	0.204082	2.653061	0.000000	4.000000	4.000000	1.126565	-0.369207	2.817551
2	13	0.408163	2.653061	0.000000	4.000000	4.000000	-0.268889	-2.906988	-12.915387
3	13	0.612245	2.653061	0.000000	4.000000	4.000000	-1.106526	-0.374822	-6.137272
4	13	0.816327	2.653061	0.000000	4.000000	-3.000000	2.573360	-1.038544	13.197191
5	13	1.020408	2.653061	0.000000	4.000000	-3.000000	0.059218	-1.631276	4.918821
6	13	1.224490	2.653061	0.000000	4.000000	-3.000000	0.013929	-1.237427	3.556117
7	13	1.428571	2.653061	1.000000	2.000000	-3.000000	-0.024125	0.109408	0.411645
8	13	1.632653	2.653061	1.000000	2.000000	-3.000000	0.198085	1.328641	-2.801633
9	13	1.836735	2.653061	1.000000	2.000000	-3.000000	-0.144360	0.313184	-0.440154
10	13	2.040816	2.653061	1.000000	2.000000	-3.000000	-0.573662	-0.606503	1.460306
11	13	2.244898	2.653061	1.000000	2.000000	-3.000000	-0.546859	0.455904	-1.673310
12	13	2.448980	2.653061	1.000000	2.000000	-3.000000	-0.032753	-0.459090	2.099885
13	13	2.653061	2.653061	1.000000	2.000000	-3.000000	-0.543425	-0.694600	1.785072
14	13	2.857143	2.653061	1.000000	2.000000	-3.000000	-0.712846	-1.154363	2.825517
15	13	3.061224	2.653061	1.000000	2.000000	-3.000000	0.106430	-1.751829	6.256467
16	13	3.265306	2.653061	1.000000	2.000000	-3.000000	-0.254977	-0.389924	1.447937
17	13	3.469388	2.653061	1.000000	2.000000	-3.000000	1.503993	0.158053	3.321946
18	13	3.673469	2.653061	1.000000	2.000000	-3.000000	-2.650970	-0.096624	-4.223948
19	13	3.877551	2.653061	1.000000	2.000000	-3.000000	1.091507	-0.415967	4.219035
20	13	4.081633	2.653061	1.000000	2.000000	-3.000000	1.246085	-0.945746	6.117529
21	13	4.285714	2.653061	1.000000	2.000000	-3.000000	-2.073390	0.608246	-5.183399
22	13	4.489796	2.653061	1.000000	2.000000	-3.000000	-0.342688	-1.317132	4.054141
23	13	4.693878	2.653061	1.000000	2.000000	-0.500000	-0.371441	0.776028	-0.342776
24	13	4.897959	2.653061	1.000000	2.000000	-0.500000	-1.407512	-1.002217	-1.525795
25	13	5.102041	2.653061	1.000000	2.000000	-0.500000	-0.777817	-0.752435	-0.391296
26	13	5.306122	2.653061	1.000000	2.000000	-0.500000	-1.110576	-1.466785	-0.699639
27	13	5.510204	2.653061	5.000000	0.500000	-0.500000	1.752270	-0.501402	5.914956
28	13	5.714286	2.653061	5.000000	0.500000	-0.500000	0.935678	0.975312	4.768303
29	13	5.918367	2.653061	5.000000	0.500000	-0.500000	1.271555	0.515628	5.166084
30	13	6.122449	2.653061	5.000000	0.500000	-0.500000	0.721672	0.978422	4.659745
31	13	6.326531	2.653061	5.000000	0.500000	-0.500000	-1.129052	0.522143	3.962523
32	13	6.530612	2.653061	5.000000	0.500000	-0.500000	-0.524520	-1.103670	5.077695
33	13	6.734694	2.653061	5.000000	0.500000	-0.500000	0.489375	-0.330789	5.198202
34	13	6.938776	2.653061	5.000000	0.500000	-0.500000	-1.222128	-0.780199	4.567156
35	13	7.142857	2.653061	5.000000	0.500000	-0.500000	0.712998	1.330575	4.479332
36	13	7.346939	2.653061	5.000000	0.500000	-0.500000	-0.240325	-1.196789	5.266352
37	13	7.551020	2.653061	5.000000	0.500000	-0.500000	-0.374821	0.893698	4.153861
38	13	7.755102	2.653061	5.000000	0.500000	-0.500000	0.710960	0.892954	4.697123
39	13	7.959184	2.653061	5.000000	0.500000	-0.500000	0.444263	1.829620	4.095442
40	13	8.163265	2.653061	5.000000	0.500000	-0.500000	-0.360966	-0.409687	4.812480
41	13	8.367347	2.653061	5.000000	0.500000	-0.500000	1.159330	0.712322	5.011624
42	13	8.571429	2.653061	5.000000	0.500000	-0.500000	-1.081063	2.281652	3.106763
43	13	8.775510	2.653061	5.000000	0.500000	3.000000	0.615936	-0.617642	3.243163
44	13	8.979592	2.653061	5.000000	0.500000	3.000000	0.593101	-1.535040	0.479550
45	13	9.183673	2.653061	5.000000	0.500000	3.000000	-0.309546	-1.880010	-1.006683
46	13	9.387755	2.653061	0.000000	-1.500000	3.000000	0.326133	0.712712	1.437057
47	13	9.591837	2.653061	0.000000	-1.500000	3.000000	-1.251114	-1.883150	-3.984660
48	13	9.795918	2.653061	0.000000	-1.500000	3.000000	0.924027	-0.372319	-2.714878
49	13	10.000000	2.653061	0.000000	-1.500000	3.000000	-0.184902	0.437313	1.377413
0	14	0.000000	2.857143	0.000000	4.000000	4.000000	-0.522723	0.185176	-1.562070
1	14	0.204082	2.857143	0.000000	4.000000	4.000000	1.049009	0.425445	5.685937
2	14	0.408163	2.857143	0.000000	4.000000	4.000000	-0.704344	0.222290	-2.140095
3	14	0.612245	2.857143	0.000000	4.000000	4.000000	-1.408461	1.278866	-0.730262
4	14	0.816327	2.857143	0.000000	4.000000	4.000000	-1.556629	-0.952316	-10.247662
5	14	1.020408	2.857143	0.000000	4.000000	-3.000000	0.606010	-0.676995	4.243145
6	14	1.224490	2.857143	1.000000	2.000000	-3.000000	-1.280429	-0.772659	0.545240
7	14	1.428571	2.857143	1.000000	2.000000	-3.000000	1.754794	0.830192	1.807133
8	14	1.632653	2.857143	1.000000	2.000000	-3.000000	-2.081929	0.900399	-6.076934
9	14	1.836735	2.857143	1.000000	2.000000	-3.000000	1.696456	0.451225	2.827357
10	14	2.040816	2.857143	1.000000	2.000000	-3.000000	0.211017	1.183494	-2.340326
11	14	2.244898	2.857143	1.000000	2.000000	-3.000000	-0.096713	-1.178041	4.128817
12	14	2.448980	2.857143	1.000000	2.000000	-3.000000	-0.544919	1.667224	-5.303390
13	14	2.653061	2.857143	1.000000	2.000000	-3.000000	0.399136	1.523239	-2.983323
14	14	2.857143	2.857143	1.000000	2.000000	-3.000000	-0.037635	0.735622	-1.494015
15	14	3.061224	2.857143	1.000000	2.000000	-3.000000	1.103302	1.781799	-2.350673
16	14	3.265306	2.857143	1.000000	2.000000	-3.000000	0.114228	-1.656623	5.986445
17	14	3.469388	2.857143	1.000000	2.000000	-3.000000	0.150302	-0.524448	2.662068
18	14	3.673469	2.857143	1.000000	2.000000	-3.000000	-0.363612	-0.735303	2.266806
19	14	3.877551	2.857143	1.000000	2.000000	-3.000000	-0.056946	0.721479	-1.490209
20	14	4.081633	2.857143	1.000000	2.000000	-3.000000	0.307802	-1.050141	4.554146
21	14	4.285714	2.857143	1.000000	2.000000	-3.000000	-1.710168	0.757495	-4.904702
22	14	4.489796	2.857143	1.000000	2.000000	-3.000000	-1.348185	1.370536	-6.019859
23	14	4.693878	2.857143	1.000000	2.000000	-3.000000	0.743264	0.695203	0.189040
24	14	4.897959	2.857143	1.000000	2.000000	-0.500000	0.170865	0.283751	0.987976
25	14	5.102041	2.857143	1.000000	2.000000	-0.500000	-0.183983	-0.987873	0.914090
26	14	5.306122	2.857143	5.000000	0.500000	-0.500000	0.018434	-0.846851	5.220763
27	14	5.510204	2.857143	5.000000	0.500000	-0.500000	0.347582	1.249619	4.337102
28	14	5.714286	2.857143	5.000000	0.500000	-0.500000	-0.539760	0.779349	4.128566
29	14	5.918367	2.857143	5.000000	0.500000	-0.500000	-0.778305	-0.039020	4.418478
30	14	6.122449	2.857143	5.000000	0.500000	-0.500000	0.195845	-0.417910	5.094998
31	14	6.326531	2.857143	5.000000	0.500000	-0.500000	-0.978373	-2.025808	5.311838
32	14	6.530612	2.857143	5.000000	0.500000	-0.500000	0.408253	-1.070852	5.527673
33	14	6.734694	2.857143	5.000000	0.500000	-0.500000	-1.702584	1.911419	2.981119
34	14	6.938776	2.857143	5.000000	0.500000	-0.500000	1.029156	-1.280456	5.942926
35	14	7.142857	2.857143	5.000000	0.500000	-0.500000	0.472597	0.189480	4.929679
36	14	7.346939	2.857143	5.000000	0.500000	-0.500000	0.256030	1.007444	4.412413
37	14	7.551020	2.857143	5.000000	0.500000	-0.500000	0.982691	-1.254923	5.906927
38	14	7.755102	2.857143	5.000000	0.500000	-0.500000	1.665474	0.184710	5.528502
39	14	7.959184	2.857143	5.000000	0.500000	-0.500000	1.014370	0.937916	4.826347
40	14	8.163265	2.857143	5.000000	0.500000	-0.500000	-1.840874	0.012499	3.861433
41	14	8.367347	2.857143	5.000000	0.500000	-0.500000	-1.279577	2.868403	2.714130
42	14	8.571429	2.857143	5.000000	0.500000	-0.500000	-0.624819	-1.668599	5.310010
43	14	8.775510	2.857143	5.000000	0.500000	-0.500000	0.026091	1.058729	4.271801
44	14	8.979592	2.857143	5.000000	0.500000	3.000000	0.517659	-0.172802	4.528544
45	14	9.183673	2.857143	0.000000	-1.500000	3.000000	-0.725744	0.771920	3.192496
46	14	9.387755	2.857143	0.000000	-1.500000	3.000000	0.186767	0.441307	0.831891
47	14	9.591837	2.857143	0.000000	-1.500000	3.000000	-0.755383	-0.733156	-1.278274
48	14	9.795918	2.857143	0.000000	-1.500000	3.000000	-0.611518	0.228996	1.392386
49	14	10.000000	2.857143	0.000000	-1.500000	3.000000	-1.406661	-1.857901	-3.675593
0	15	0.000000	3.061224	0.000000	4.000000	4.000000	-0.923233	0.603248	-1.491823
1	15	0.204082	3.061224	0.000000	4.000000	4.000000	-1.351685	0.298158	-4.425984
2	15	0.408163	3.061224	0.000000	4.000000	4.000000	-0.975873	0.638660	-1.560732
3	15	0.612245	3.061224	0.000000	4.000000	4.000000	1.053642	1.058118	8.235161
4	15	0.816327	3.061224	0.000000	4.000000	4.000000	-0.949399	0.367620	-2.538996
5	15	1.020408	3.061224	1.000000	2.000000	4.000000	2.632382	0.148089	6.645242
6	15	1.224490	3.061224	1.000000	2.000000	-3.000000	0.493318	-0.881068	4.417961
7	15	1.428571	3.061224	1.000000	2.000000	-3.000000	0.184836	-0.712221	3.294455
8	15	1.632653	3.061224	1.000000	2.000000	-3.000000	-0.858358	1.186735	-4.488799
9	15	1.836735	3.061224	1.000000	2.000000	-3.000000	0.700310	1.436335	-2.120266
10	15	2.040816	3.061224	1.000000	2.000000	-3.000000	-0.575638	-0.238110	0.351176
11	15	2.244898	3.061224	1.000000	2.000000	-3.000000	0.122010	0.046003	0.894132
12	15	2.448980	3.061224	1.000000	2.000000	-3.000000	2.560085	-0.904614	8.622132
13	15	2.653061	3.061224	1.000000	2.000000	-3.000000	-0.096060	1.172757	-2.922270
14	15	2.857143	3.061224	1.000000	2.000000	-3.000000	1.149273	0.665417	1.090416
15	15	3.061224	3.061224	1.000000	2.000000	-3.000000	-0.703176	1.941217	-6.441885
16	15	3.265306	3.061224	1.000000	2.000000	-3.000000	-0.034988	-0.878323	3.353112
17	15	3.469388	3.061224	1.000000	2.000000	-3.000000	1.770801	-0.378008	5.463745
18	15	3.673469	3.061224	1.000000	2.000000	-3.000000	-0.626967	0.231446	-1.160152
19	15	3.877551	3.061224	1.000000	2.000000	-3.000000	1.812449	0.646490	2.473549
20	15	4.081633	3.061224	1.000000	2.000000	-3.000000	0.707752	-0.215668	2.850627
21	15	4.285714	3.061224	1.000000	2.000000	-3.000000	-0.562467	-0.872961	2.282070
22	15	4.489796	3.061224	1.000000	2.000000	-3.000000	0.632408	0.881408	-0.591287
23	15	4.693878	3.061224	1.000000	2.000000	-3.000000	0.972554	0.721135	0.569823
24	15	4.897959	3.061224	1.000000	2.000000	-3.000000	0.621810	-0.916274	4.780562
25	15	5.102041	3.061224	5.000000	0.500000	-0.500000	-1.570225	1.355443	3.325286
26	15	5.306122	3.061224	5.000000	0.500000	-0.500000	-0.727137	1.170199	3.839452
27	15	5.510204	3.061224	5.000000	0.500000	-0.500000	-0.247519	0.134296	4.597213
28	15	5.714286	3.061224	5.000000	0.500000	-0.500000	-0.074433	0.079598	4.711105
29	15	5.918367	3.061224	5.000000	0.500000	-0.500000	0.620672	0.554058	4.821427
30	15	6.122449	3.061224	5.000000	0.500000	-0.500000	0.177701	-0.861703	5.307822
31	15	6.326531	3.061224	5.000000	0.500000	-0.500000	-1.335344	0.030031	4.105432
32	15	6.530612	3.061224	5.000000	0.500000	-0.500000	0.380198	-2.152384	6.054411
33	15	6.734694	3.061224	5.000000	0.500000	-0.500000	0.610586	0.876456	4.655185
34	15	6.938776	3.061224	5.000000	0.500000	-0.500000	0.559790	-1.561493	5.848762
35	15	7.142857	3.061224	5.000000	0.500000	-0.500000	1.080781	1.503420	4.576801
36	15	7.346939	3.061224	5.000000	0.500000	-0.500000	0.833922	-0.330120	5.370141
37	15	7.551020	3.061224	5.000000	0.500000	-0.500000	0.459180	-0.211667	5.123544
38	15	7.755102	3.061224	5.000000	0.500000	-0.500000	-0.070166	-0.627734	5.066904
39	15	7.959184	3.061224	5.000000	0.500000	-0.500000	-1.660961	-0.288039	4.101659
40	15	8.163265	3.061224	5.000000	0.500000	-0.500000	0.429618	1.418531	4.293664
41	15	8.367347	3.061224	5.000000	0.500000	-0.500000	0.207688	-2.487809	6.135868
42	15	8.571429	3.061224	5.000000	0.500000	-0.500000	0.271579	1.276965	4.285427
43	15	8.775510	3.061224	5.000000	0.500000	-0.500000	-1.276749	0.338023	3.980734
44	15	8.979592	3.061224	0.000000	-1.500000	-0.500000	-1.081057	-1.207022	2.013216
45	15	9.183673	3.061224	0.000000	-1.500000	3.000000	1.053153	-1.075312	-5.017546
46	15	9.387755	3.061224	0.000000	-1.500000	3.000000	-0.039555	1.676393	4.876632
47	15	9.591837	3.061224	0.000000	-1.500000	3.000000	0.681501	-0.945507	-4.070652
48	15	9.795918	3.061224	0.000000	-1.500000	3.000000	0.028318	-1.153351	-3.714409
49	15	10.000000	3.061224	0.000000	-1.500000	3.000000	0.029756	1.137315	3.155430
0	16	0.000000	3.265306	0.000000	4.000000	4.000000	0.938284	0.338553	4.895467
1	16	0.204082	3.265306	0.000000	4.000000	4.000000	-0.516045	-0.937926	-6.027761
2	16	0.408163	3.265306	0.000000	4.000000	4.000000	0.096121	0.216625	1.039103
3	16	0.612245	3.265306	0.000000	4.000000	4.000000	-0.462275	-1.025753	-6.163992
4	16	0.816327	3.265306	1.000000	2.000000	4.000000	-0.434496	1.100821	4.322413
5	16	1.020408	3.265306	1.000000	2.000000	4.000000	-0.309172	1.061371	4.415260
6	16	1.224490	3.265306	1.000000	2.000000	4.000000	0.222134	0.532006	3.360412
7	16	1.428571	3.265306	1.000000	2.000000	-3.000000	-0.478749	0.361661	-1.254360
8	16	1.632653	3.265306	1.000000	2.000000	-3.000000	1.255756	1.761188	-1.983932
9	16	1.836735	3.265306	1.000000	2.000000	-3.000000	-0.894607	-0.000314	-1.000153
10	16	2.040816	3.265306	1.000000	2.000000	-3.000000	-0.186872	-1.181874	3.959999
11	16	2.244898	3.265306	1.000000	2.000000	-3.000000	-0.439731	0.449474	-1.439764
12	16	2.448980	3.265306	1.000000	2.000000	-3.000000	1.446978	2.086047	-2.576065
13	16	2.653061	3.265306	1.000000	2.000000	-3.000000	0.196555	-1.014759	4.225508
14	16	2.857143	3.265306	1.000000	2.000000	-3.000000	1.031845	-0.361463	3.936198
15	16	3.061224	3.265306	1.000000	2.000000	-3.000000	-1.485560	0.416446	-3.432339
16	16	3.265306	3.265306	1.000000	2.000000	-3.000000	0.267050	-0.053905	1.483935
17	16	3.469388	3.265306	1.000000	2.000000	-3.000000	0.889631	-0.982304	5.514292
18	16	3.673469	3.265306	1.000000	2.000000	-3.000000	0.082284	1.121858	-2.412885
19	16	3.877551	3.265306	1.000000	2.000000	-3.000000	1.065480	2.320041	-4.041041
20	16	4.081633	3.265306	1.000000	2.000000	-3.000000	-0.517288	0.196131	-0.834851
21	16	4.285714	3.265306	1.000000	2.000000	-3.000000	1.409347	-0.904068	6.319020
22	16	4.489796	3.265306	1.000000	2.000000	-3.000000	2.298898	-1.548961	10.032798
23	16	4.693878	3.265306	1.000000	2.000000	-3.000000	-0.362839	0.257976	-0.711485
24	16	4.897959	3.265306	5.000000	0.500000	-3.000000	-0.445503	1.103877	1.253737
25	16	5.102041	3.265306	5.000000	0.500000	-3.000000	1.453384	0.475168	4.089309
26	16	5.306122	3.265306	5.000000	0.500000	-0.500000	1.579572	-0.002404	5.579108
27	16	5.510204	3.265306	5.000000	0.500000	-0.500000	-0.522860	-0.589272	4.821326
28	16	5.714286	3.265306	5.000000	0.500000	-0.500000	-0.420187	-1.092164	5.124109
29	16	5.918367	3.265306	5.000000	0.500000	-0.500000	-0.281785	0.834751	4.229852
30	16	6.122449	3.265306	5.000000	0.500000	-0.500000	-1.344451	0.913772	3.659009
31	16	6.326531	3.265306	5.000000	0.500000	-0.500000	-0.918652	-1.545730	5.101659
32	16	6.530612	3.265306	5.000000	0.500000	-0.500000	-1.004141	1.589839	3.491130
33	16	6.734694	3.265306	5.000000	0.500000	-0.500000	-0.767798	0.574071	4.117186
34	16	6.938776	3.265306	5.000000	0.500000	-0.500000	-0.034685	1.399595	4.070980
35	16	7.142857	3.265306	5.000000	0.500000	-0.500000	0.234215	-1.342128	5.576291
36	16	7.346939	3.265306	5.000000	0.500000	-0.500000	1.550500	-1.365824	6.246282
37	16	7.551020	3.265306	5.000000	0.500000	-0.500000	-0.998354	-0.148969	4.363428
38	16	7.755102	3.265306	5.000000	0.500000	-0.500000	0.984322	0.502784	5.028889
39	16	7.959184	3.265306	5.000000	0.500000	-0.500000	-0.213989	1.796361	3.782945
40	16	8.163265	3.265306	5.000000	0.500000	-0.500000	-0.049464	0.706079	4.410349
41	16	8.367347	3.265306	5.000000	0.500000	-0.500000	0.674819	-0.242681	5.246871
42	16	8.571429	3.265306	5.000000	0.500000	-0.500000	-1.122722	-1.026369	4.739944
43	16	8.775510	3.265306	0.000000	-1.500000	-0.500000	0.382410	1.230001	-1.400495
44	16	8.979592	3.265306	0.000000	-1.500000	-0.500000	0.166452	-0.964705	0.020795
45	16	9.183673	3.265306	0.000000	-1.500000	-0.500000	0.492451	1.628469	-1.764791
46	16	9.387755	3.265306	0.000000	-1.500000	3.000000	0.289169	-0.284385	-1.498787
47	16	9.591837	3.265306	0.000000	-1.500000	3.000000	2.455300	1.590582	0.876916
48	16	9.795918	3.265306	0.000000	-1.500000	3.000000	-0.637740	0.678931	2.781524
49	16	10.000000	3.265306	0.000000	-1.500000	3.000000	-0.530997	-0.136995	0.173629
0	17	0.000000	3.469388	0.000000	4.000000	4.000000	-0.623141	-0.519396	-4.782027
1	17	0.204082	3.469388	0.000000	4.000000	4.000000	-0.555477	-0.340908	-3.797420
2	17	0.408163	3.469388	0.000000	4.000000	4.000000	-0.637387	0.428317	-1.048162
3	17	0.612245	3.469388	1.000000	2.000000	4.000000	1.189017	0.077156	3.474779
4	17	0.816327	3.469388	1.000000	2.000000	4.000000	1.420504	-0.593811	1.253883
5	17	1.020408	3.469388	1.000000	2.000000	4.000000	-0.570746	-0.165631	-1.015898
6	17	1.224490	3.469388	1.000000	2.000000	4.000000	-0.832356	0.078577	-0.562283
7	17	1.428571	3.469388	1.000000	2.000000	4.000000	0.471416	-2.128734	-6.783985
8	17	1.632653	3.469388	1.000000	2.000000	-3.000000	-0.552223	0.458168	-1.690830
9	17	1.836735	3.469388	1.000000	2.000000	-3.000000	0.632932	-0.979721	4.993147
10	17	2.040816	3.469388	1.000000	2.000000	-3.000000	0.202923	-1.153332	4.653963
11	17	2.244898	3.469388	1.000000	2.000000	-3.000000	-1.515744	-1.687344	2.818665
12	17	2.448980	3.469388	1.000000	2.000000	-3.000000	1.547505	-1.793892	9.264808
13	17	2.653061	3.469388	1.000000	2.000000	-3.000000	1.795878	-1.355448	8.446218
14	17	2.857143	3.469388	1.000000	2.000000	-3.000000	-0.612789	-0.709021	1.689606
15	17	3.061224	3.469388	1.000000	2.000000	-3.000000	-0.387702	1.953259	-5.847060
16	17	3.265306	3.469388	1.000000	2.000000	-3.000000	0.285865	-0.525880	2.937490
17	17	3.469388	3.469388	1.000000	2.000000	-3.000000	0.334457	0.177750	0.923783
18	17	3.673469	3.469388	1.000000	2.000000	-3.000000	0.658544	0.400481	0.903765
19	17	3.877551	3.469388	1.000000	2.000000	-3.000000	2.010205	0.131065	4.415334
20	17	4.081633	3.469388	1.000000	2.000000	-3.000000	-0.176947	-0.077443	0.666556
21	17	4.285714	3.469388	1.000000	2.000000	-3.000000	-0.798297	-1.195294	2.777407
22	17	4.489796	3.469388	1.000000	2.000000	-3.000000	-1.379319	1.450928	-6.323301
23	17	4.693878	3.469388	5.000000	0.500000	-3.000000	-0.730930	1.807197	-0.998935
24	17	4.897959	3.469388	5.000000	0.500000	-3.000000	-0.033127	-1.682659	9.819533
25	17	5.102041	3.469388	5.000000	0.500000	-3.000000	1.794558	-1.024029	8.757485
26	17	5.306122	3.469388	5.000000	0.500000	-3.000000	-0.517611	-0.279810	5.368746
27	17	5.510204	3.469388	5.000000	0.500000	-0.500000	0.223788	-0.964538	5.382283
28	17	5.714286	3.469388	5.000000	0.500000	-0.500000	-0.016423	0.505966	4.526926
29	17	5.918367	3.469388	5.000000	0.500000	-0.500000	1.188393	-0.728272	5.746453
30	17	6.122449	3.469388	5.000000	0.500000	-0.500000	2.526932	2.165056	4.969058
31	17	6.326531	3.469388	5.000000	0.500000	-0.500000	-0.530869	1.190549	3.927411
32	17	6.530612	3.469388	5.000000	0.500000	-0.500000	-0.489439	0.212574	4.437113
33	17	6.734694	3.469388	5.000000	0.500000	-0.500000	1.044161	1.026986	4.796707
34	17	6.938776	3.469388	5.000000	0.500000	-0.500000	0.681891	1.105900	4.576116
35	17	7.142857	3.469388	5.000000	0.500000	-0.500000	1.846707	-0.563947	5.993448
36	17	7.346939	3.469388	5.000000	0.500000	-0.500000	0.583928	-0.816217	5.488193
37	17	7.551020	3.469388	5.000000	0.500000	-0.500000	-0.359292	0.078143	4.569403
38	17	7.755102	3.469388	5.000000	0.500000	-0.500000	0.590655	0.861636	4.652630
39	17	7.959184	3.469388	5.000000	0.500000	-0.500000	1.108704	0.139060	5.272942
40	17	8.163265	3.469388	5.000000	0.500000	-0.500000	0.820482	-1.576996	5.986859
41	17	8.367347	3.469388	5.000000	0.500000	-0.500000	0.507274	-0.802824	5.443169
42	17	8.571429	3.469388	0.000000	-1.500000	-0.500000	1.066675	-0.073973	-1.774905
43	17	8.775510	3.469388	0.000000	-1.500000	-0.500000	1.169296	-0.075666	-1.927990
44	17	8.979592	3.469388	0.000000	-1.500000	-0.500000	1.382159	1.972542	-3.271389
45	17	9.183673	3.469388	0.000000	-1.500000	-0.500000	0.648710	-1.385988	-0.491951
46	17	9.387755	3.469388	0.000000	-1.500000	-0.500000	-0.167118	0.505589	-0.213997
47	17	9.591837	3.469388	0.000000	-1.500000	3.000000	0.146714	1.489113	4.035389
48	17	9.795918	3.469388	0.000000	-1.500000	3.000000	1.206509	2.271450	4.792706
49	17	10.000000	3.469388	0.000000	-1.500000	3.000000	-0.816936	-0.404397	-0.199669
0	18	0.000000	3.673469	0.000000	4.000000	4.000000	0.368673	0.491429	3.228531
1	18	0.204082	3.673469	0.000000	4.000000	4.000000	-0.393339	0.569760	0.493806
2	18	0.408163	3.673469	1.000000	2.000000	4.000000	0.028745	0.195482	1.627537
3	18	0.612245	3.673469	1.000000	2.000000	4.000000	1.278452	-0.098845	2.949643
4	18	0.816327	3.673469	1.000000	2.000000	4.000000	0.191099	0.435975	2.914220
5	18	1.020408	3.673469	1.000000	2.000000	4.000000	0.046437	-2.532246	-9.247991
6	18	1.224490	3.673469	1.000000	2.000000	4.000000	-1.359856	0.682069	0.796686
7	18	1.428571	3.673469	1.000000	2.000000	4.000000	0.746254	0.126178	2.785339
