u	v	x_coord	y_coord	coef0	coef1	feat1	y
35	7	0.727461	-1.212436	3.000000	2.389117	-0.386785	1.835736
36	7	0.796743	-1.212436	3.000000	2.355284	1.158594	4.846395
37	7	0.866025	-1.212436	3.000000	2.315483	-1.218565	0.870291
38	7	0.935307	-1.212436	3.000000	2.270729	-1.245668	1.043235
39	7	1.004589	-1.212436	3.000000	2.222523	1.286625	5.674353
40	7	1.073872	-1.212436	3.000000	2.172862	0.381567	3.883068
41	7	1.143154	-1.212436	3.000000	2.124210	-1.398448	-0.411683
42	7	1.212436	-1.212436	3.000000	2.079445	0.814338	2.957898
43	7	1.281718	-1.212436	3.000000	2.041763	0.992685	5.480487
44	7	1.351000	-1.212436	3.000000	2.014554	-1.082404	0.424545
45	7	1.420282	-1.212436	3.000000	2.001254	1.027121	6.066973
46	7	1.489564	-1.212436	3.000000	2.005166	-1.510608	0.774356
47	7	1.558846	-1.212436	3.000000	2.029279	-0.960637	0.060991
48	7	1.628128	-1.212436	3.000000	2.076078	-1.133440	-0.291297
49	7	1.697410	-1.212436	3.000000	2.147362	0.649688	4.264625
0	8	-1.697410	-1.143154	3.000000	1.866606	1.321026	7.062375
1	8	-1.628128	-1.143154	3.000000	1.923167	-1.046596	1.232920
2	8	-1.558846	-1.143154	3.000000	1.965895	0.220548	4.170093
3	8	-1.489564	-1.143154	3.000000	1.996606	-0.158986	2.121275
4	8	-1.420282	-1.143154	3.000000	2.017422	-0.229080	2.600840
5	8	-1.351000	-1.143154	3.000000	2.030621	-0.498426	1.722449
6	8	-1.281718	-1.143154	3.000000	2.038501	-1.035963	1.398515
7	8	-1.212436	-1.143154	3.000000	2.043247	0.260040	3.757337
8	8	-1.143154	-1.143154	3.000000	2.046838	-0.110467	2.763627
9	8	-1.073872	-1.143154	3.000000	2.050960	-1.437904	-0.646568
10	8	-1.004589	-1.143154	3.000000	2.056964	-1.630144	-1.115454
11	8	-0.935307	-1.143154	3.000000	2.065843	1.761413	6.999553
12	8	-0.866025	-1.143154	3.000000	2.078237	-1.658497	-2.572014
13	8	-0.796743	-1.143154	3.000000	2.094457	0.005838	3.211502
14	8	-0.727461	-1.143154	3.000000	2.114533	1.278399	7.175631
15	8	-0.658179	-1.143154	3.000000	2.138263	-1.047790	0.586078
16	8	-0.588897	-1.143154	3.000000	2.165276	1.012029	5.241670
17	8	-0.519615	-1.143154	3.000000	2.195085	1.036093	4.709382
18	8	-0.450333	-1.143154	3.000000	2.227138	0.957725	4.614507
19	8	-0.381051	-1.143154	3.000000	2.260861	0.256451	3.543028
20	8	-0.311769	-1.143154	3.000000	2.295681	1.060877	3.032160
21	8	-0.242487	-1.143154	3.000000	2.331038	-1.078051	-0.321408
22	8	-0.173205	-1.143154	3.000000	2.366389	-1.377000	-0.814415
23	8	-0.103923	-1.143154	3.000000	2.401192	-1.559129	-0.501746
24	8	-0.034641	-1.143154	3.000000	2.434885	1.320763	5.646168
25	8	0.034641	-1.143154	3.000000	2.466867	1.380344	5.345908
26	8	0.103923	-1.143154	3.000000	2.496477	0.064742	5.167295
27	8	0.173205	-1.143154	3.000000	2.522972	0.148766	5.045960
28	8	0.242487	-1.143154	3.000000	2.545533	-0.650581	-0.309008
29	8	0.311769	-1.143154	3.000000	2.563265	-1.557077	-1.229150
30	8	0.381051	-1.143154	3.000000	2.575234	-1.183144	0.099325
31	8	0.450333	-1.143154	3.000000	2.580501	0.552202	5.463927
32	8	0.519615	-1.143154	3.000000	2.578193	-0.706149	1.194025
33	8	0.588897	-1.143154	3.000000	2.567569	1.342365	6.748653
34	8	0.658179	-1.143154	3.000000	2.548108	0.702620	6.685190
35	8	0.727461	-1.143154	3.000000	2.519597	0.211425	4.009162
36	8	0.796743	-1.143154	3.000000	2.482209	0.285639	4.410775
37	8	0.866025	-1.143154	3.000000	2.436586	0.700286	6.204651
38	8	0.935307	-1.143154	3.000000	2.383884	1.268804	6.428323
39	8	1.004589	-1.143154	3.000000	2.325814	0.844803	6.636791
40	8	1.073872	-1.143154	3.000000	2.264638	-1.507293	-0.656553
41	8	1.143154	-1.143154	3.000000	2.203137	-0.830707	1.067821
42	8	1.212436	-1.143154	3.000000	2.144542	1.516145	5.758682
43	8	1.281718	-1.143154	3.000000	2.092433	-1.053616	-0.167795
44	8	1.351000	-1.143154	3.000000	2.050595	0.239550	4.339491
45	8	1.420282	-1.143154	3.000000	2.022854	0.591115	5.261951
46	8	1.489564	-1.143154	3.000000	2.012893	1.098683	6.706384
47	8	1.558846	-1.143154	3.000000	2.024047	1.684533	5.100027
48	8	1.628128	-1.143154	3.000000	2.059109	0.688310	6.115895
49	8	1.697410	-1.143154	3.000000	2.120133	1.700000	4.939281
0	9	-1.697410	-1.073872	3.000000	1.711420	0.053662	4.068234
1	9	-1.628128	-1.073872	3.000000	1.753638	0.468892	4.073155
2	9	-1.558846	-1.073872	3.000000	1.784675	1.259435	4.609214
3	9	-1.489564	-1.073872	3.000000	1.806506	-1.257329	1.990175
4	9	-1.420282	-1.073872	3.000000	1.821325	-0.606718	2.325681
5	9	-1.351000	-1.073872	3.000000	1.831397	-1.516982	0.260261
6	9	-1.281718	-1.073872	3.000000	1.838931	-0.413284	2.380404
7	9	-1.212436	-1.073872	3.000000	1.845964	-1.181807	0.558848
8	9	-1.143154	-1.073872	3.000000	1.854274	-0.200816	3.725720
9	9	-1.073872	-1.073872	3.000000	1.865316	-0.775425	3.086764
10	9	-1.004589	-1.073872	3.000000	1.880188	0.489146	2.442277
11	9	-0.935307	-1.073872	3.000000	1.899625	-1.510046	-0.253999
12	9	-0.866025	-1.073872	3.000000	1.924013	0.007259	2.174582
13	9	-0.796743	-1.073872	3.000000	1.953427	1.397867	6.294960
14	9	-0.727461	-1.073872	3.000000	1.987679	0.112388	1.646800
15	9	-0.658179	-1.073872	3.000000	2.026378	-0.900943	1.389744
16	9	-0.588897	-1.073872	3.000000	2.068987	-0.742351	1.829953
17	9	-0.519615	-1.073872	3.000000	2.114878	-0.592406	2.083888
18	9	-0.450333	-1.073872	3.000000	2.163378	0.887223	4.513338
19	9	-0.381051	-1.073872	3.000000	2.213803	0.812787	4.757627
20	9	-0.311769	-1.073872	3.000000	2.265476	0.532285	3.508302
21	9	-0.242487	-1.073872	3.000000	2.317735	-1.379505	-0.425862
22	9	-0.173205	-1.073872	3.000000	2.369921	-1.509265	-0.018589
23	9	-0.103923	-1.073872	3.000000	2.421363	0.110940	2.088468
24	9	-0.034641	-1.073872	3.000000	2.471351	-0.677661	0.773251
25	9	0.034641	-1.073872	3.000000	2.519113	-0.981892	0.805977
26	9	0.103923	-1.073872	3.000000	2.563792	0.128163	4.648733
27	9	0.173205	-1.073872	3.000000	2.604436	0.966117	6.278830
28	9	0.242487	-1.073872	3.000000	2.639995	-0.578077	4.352271
29	9	0.311769	-1.073872	3.000000	2.669345	1.164658	6.009863
30	9	0.381051	-1.073872	3.000000	2.691316	-1.386621	0.853459
31	9	0.450333	-1.073872	3.000000	2.704754	-1.340582	-2.242830
32	9	0.519615	-1.073872	3.000000	2.708588	-0.607085	1.696041
33	9	0.588897	-1.073872	3.000000	2.701918	0.531047	3.692905
34	9	0.658179	-1.073872	3.000000	2.684109	-0.107087	3.152618
35	9	0.727461	-1.073872	3.000000	2.654885	1.063774	5.544232
36	9	0.796743	-1.073872	3.000000	2.614417	-0.413904	3.263182
37	9	0.866025	-1.073872	3.000000	2.563409	-1.216902	0.793885
38	9	0.935307	-1.073872	3.000000	2.503144	-1.370577	-0.506839
39	9	1.004589	-1.073872	3.000000	2.435522	0.250282	3.603290
40	9	1.073872	-1.073872	3.000000	2.363052	-0.066128	2.029918
41	9	1.143154	-1.073872	3.000000	2.288813	-1.218054	-0.292571
42	9	1.212436	-1.073872	3.000000	2.216373	1.532115	7.104586
43	9	1.281718	-1.073872	3.000000	2.149674	1.005004	4.039062
44	9	1.351000	-1.073872	3.000000	2.092882	-0.399253	1.634618
45	9	1.420282	-1.073872	3.000000	2.050204	-1.652159	-1.783537
46	9	1.489564	-1.073872	3.000000	2.025689	-1.117376	1.193050
47	9	1.558846	-1.073872	3.000000	2.023016	-0.590208	1.410179
48	9	1.628128	-1.073872	3.000000	2.045283	0.053875	3.589062
49	9	1.697410	-1.073872	3.000000	2.094808	-0.962145	1.331163
0	10	-1.697410	-1.004589	3.000000	1.559659	-0.507857	3.568756
1	10	-1.628128	-1.004589	3.000000	1.588541	0.466640	1.712476
2	10	-1.558846	-1.004589	3.000000	1.608887	-0.709238	-0.300252
3	10	-1.489564	-1.004589	3.000000	1.622800	-0.621477	3.928409
4	10	-1.420282	-1.004589	3.000000	1.632507	-0.703544	3.120540
5	10	-1.351000	-1.004589	3.000000	1.640229	-1.514149	1.154070
6	10	-1.281718	-1.004589	3.000000	1.648062	0.625269	4.174469
7	10	-1.212436	-1.004589	3.000000	1.657870	-0.537323	1.763683
8	10	-1.143154	-1.004589	3.000000	1.671220	-1.470028	0.559208
9	10	-1.073872	-1.004589	3.000000	1.689326	1.288029	6.476070
10	10	-1.004589	-1.004589	3.000000	1.713032	-1.230359	-0.272387
11	10	-0.935307	-1.004589	3.000000	1.742822	0.486085	3.276708
12	10	-0.866025	-1.004589	3.000000	1.778841	-1.510881	1.360329
13	10	-0.796743	-1.004589	3.000000	1.820943	-0.175200	3.070300
14	10	-0.727461	-1.004589	3.000000	1.868748	-1.577107	-1.174486
15	10	-0.658179	-1.004589	3.000000	1.921698	-0.912419	0.755233
16	10	-0.588897	-1.004589	3.000000	1.979118	0.527595	4.474858
17	10	-0.519615	-1.004589	3.000000	2.040267	-1.638250	-0.723023
18	10	-0.450333	-1.004589	3.000000	2.104378	-0.713161	1.391327
19	10	-0.381051	-1.004589	3.000000	2.170686	1.149165	7.217390
20	10	-0.311769	-1.004589	3.000000	2.238435	1.138532	6.041512
21	10	-0.242487	-1.004589	3.000000	2.306880	1.509930	6.018255
22	10	-0.173205	-1.004589	3.000000	2.375266	-1.514720	-2.424830
23	10	-0.103923	-1.004589	3.000000	2.442809	-0.714695	1.258629
24	10	-0.034641	-1.004589	3.000000	2.508660	1.420885	4.645058
25	10	0.034641	-1.004589	3.000000	2.571885	0.901664	5.689223
26	10	0.103923	-1.004589	3.000000	2.631437	0.450709	4.835388
27	10	0.173205	-1.004589	3.000000	2.686152	-1.454235	-2.532561
28	10	0.242487	-1.004589	3.000000	2.734750	-0.666237	2.228363
29	10	0.311769	-1.004589	3.000000	2.775868	0.823798	4.857062
30	10	0.381051	-1.004589	3.000000	2.808095	-1.642276	-3.707062
31	10	0.450333	-1.004589	3.000000	2.830049	-1.376880	0.056115
32	10	0.519615	-1.004589	3.000000	2.840451	1.050137	5.470418
33	10	0.588897	-1.004589	3.000000	2.838226	1.649225	7.857114
34	10	0.658179	-1.004589	3.000000	2.822605	-0.683273	0.365629
35	10	0.727461	-1.004589	3.000000	2.793232	1.732299	7.348458
36	10	0.796743	-1.004589	3.000000	2.750257	0.983169	5.481565
37	10	0.866025	-1.004589	3.000000	2.694420	0.606041	4.384518
38	10	0.935307	-1.004589	3.000000	2.627112	1.049923	5.377957
39	10	1.004589	-1.004589	3.000000	2.550394	-0.192304	2.295587
40	10	1.073872	-1.004589	3.000000	2.466999	0.149465	4.155844
41	10	1.143154	-1.004589	3.000000	2.380276	-0.166053	2.573895
42	10	1.212436	-1.004589	3.000000	2.294106	-0.380860	3.485529
43	10	1.281718	-1.004589	3.000000	2.212773	-0.641016	2.171456
44	10	1.351000	-1.004589	3.000000	2.140801	1.169286	4.409724
45	10	1.420282	-1.004589	3.000000	2.082758	-0.212661	3.036341
46	10	1.489564	-1.004589	3.000000	2.043047	0.778896	3.281053
47	10	1.558846	-1.004589	3.000000	2.025684	0.465425	5.914153
48	10	1.628128	-1.004589	3.000000	2.034069	-0.923511	0.709277
49	10	1.697410	-1.004589	3.000000	2.070789	1.495258	5.825678
0	11	-1.697410	-0.935307	3.000000	1.413274	-0.757837	2.217797
1	11	-1.628128	-0.935307	3.000000	1.430093	0.114725	2.174104
2	11	-1.558846	-0.935307	3.000000	1.440997	0.004283	3.200826
3	11	-1.489564	-0.935307	3.000000	1.448168	1.753876	7.414536
4	11	-1.420282	-0.935307	3.000000	1.453831	1.361437	4.782963
5	11	-1.351000	-0.935307	3.000000	1.460129	-0.659013	1.509251
6	11	-1.281718	-0.935307	3.000000	1.469013	-0.039755	0.825029
7	11	-1.212436	-0.935307	3.000000	1.482155	-0.326385	1.194854
8	11	-1.143154	-0.935307	3.000000	1.500892	-0.554993	2.827829
9	11	-1.073872	-0.935307	3.000000	1.526191	0.166870	2.626760
10	11	-1.004589	-0.935307	3.000000	1.558644	1.579200	5.992146
11	11	-0.935307	-0.935307	3.000000	1.598489	0.031294	3.032433
12	11	-0.866025	-0.935307	3.000000	1.645645	-1.003181	0.926892
13	11	-0.796743	-0.935307	3.000000	1.699766	-0.981067	0.361769
14	11	-0.727461	-0.935307	3.000000	1.760304	-0.177002	1.391518
15	11	-0.658179	-0.935307	3.000000	1.826562	-0.110162	0.090205
16	11	-0.588897	-0.935307	3.000000	1.897759	0.818760	4.654407
17	11	-0.519615	-0.935307	3.000000	1.973074	-0.057447	3.925863
18	11	-0.450333	-0.935307	3.000000	2.051677	-0.065189	3.476268
19	11	-0.381051	-0.935307	3.000000	2.132752	-0.975323	2.129755
20	11	-0.311769	-0.935307	3.000000	2.215495	0.197101	2.762569
21	11	-0.242487	-0.935307	3.000000	2.299104	-0.613180	3.431130
22	11	-0.173205	-0.935307	3.000000	2.382753	-1.511518	-1.589976
23	11	-0.103923	-0.935307	3.000000	2.465562	0.913845	5.270550
24	11	-0.034641	-0.935307	3.000000	2.546561	1.199456	6.765146
25	11	0.034641	-0.935307	3.000000	2.624665	-1.395685	0.257511
26	11	0.103923	-0.935307	3.000000	2.698645	-0.323228	2.903735
27	11	0.173205	-0.935307	3.000000	2.767128	0.158294	3.512936
28	11	0.242487	-0.935307	3.000000	2.828607	0.049098	1.353445
29	11	0.311769	-0.935307	3.000000	2.881475	-0.957003	0.087704
30	11	0.381051	-0.935307	3.000000	2.924076	-0.125651	3.682009
31	11	0.450333	-0.935307	3.000000	2.954787	0.461663	5.486045
32	11	0.519615	-0.935307	3.000000	2.972110	-0.444527	0.673362
33	11	0.588897	-0.935307	3.000000	2.974779	-1.386501	-2.363872
34	11	0.658179	-0.935307	3.000000	2.961875	-0.760471	-1.377686
35	11	0.727461	-0.935307	3.000000	2.932938	1.360536	8.396012
36	11	0.796743	-0.935307	3.000000	2.888074	-0.416407	2.891605
37	11	0.866025	-0.935307	3.000000	2.828037	-0.641228	1.707169
38	11	0.935307	-0.935307	3.000000	2.754290	-1.478036	-2.321164
39	11	1.004589	-0.935307	3.000000	2.669034	1.602763	6.489575
40	11	1.073872	-0.935307	3.000000	2.575189	-0.464559	2.089015
41	11	1.143154	-0.935307	3.000000	2.476349	-0.155372	4.086634
42	11	1.212436	-0.935307	3.000000	2.376675	-0.814705	2.673401
43	11	1.281718	-0.935307	3.000000	2.280763	-1.678918	-0.253778
44	11	1.351000	-0.935307	3.000000	2.193470	-0.307333	1.466056
45	11	1.420282	-0.935307	3.000000	2.119706	0.394905	3.719362
46	11	1.489564	-0.935307	3.000000	2.064209	1.313544	5.506274
47	11	1.558846	-0.935307	3.000000	2.031316	-0.669447	2.422628
48	11	1.628128	-0.935307	3.000000	2.024732	0.847367	5.875553
49	11	1.697410	-0.935307	3.000000	2.047311	1.674230	6.621391
0	12	-1.697410	-0.866025	3.000000	1.274241	0.345250	3.113491
1	12	-1.628128	-0.866025	3.000000	1.280501	-0.973639	0.483024
2	12	-1.558846	-0.866025	3.000000	1.283416	-1.564135	1.822678
3	12	-1.489564	-0.866025	3.000000	1.285204	0.878346	3.967087
4	12	-1.420282	-0.866025	3.000000	1.288045	0.208852	1.847466
5	12	-1.351000	-0.866025	3.000000	1.293965	0.218265	3.101939
6	12	-1.281718	-0.866025	3.000000	1.304741	0.125816	2.443241
7	12	-1.212436	-0.866025	3.000000	1.321830	1.425910	3.153041
8	12	-1.143154	-0.866025	3.000000	1.346323	0.945517	4.092888
9	12	-1.073872	-0.866025	3.000000	1.378932	-0.713208	3.152085
10	12	-1.004589	-0.866025	3.000000	1.419999	0.937887	3.836788
11	12	-0.935307	-0.866025	3.000000	1.469525	-1.410222	-0.016707
12	12	-0.866025	-0.866025	3.000000	1.527218	0.311121	3.520987
13	12	-0.796743	-0.866025	3.000000	1.592556	-0.850535	2.038436
14	12	-0.727461	-0.866025	3.000000	1.664845	1.444927	4.142395
15	12	-0.658179	-0.866025	3.000000	1.743285	-1.559627	-0.019076
16	12	-0.588897	-0.866025	3.000000	1.827021	-1.426666	0.403720
17	12	-0.519615	-0.866025	3.000000	1.915185	-0.883464	1.424395
18	12	-0.450333	-0.866025	3.000000	2.006921	-0.217052	3.451971
19	12	-0.381051	-0.866025	3.000000	2.101397	-1.674103	-1.386300
20	12	-0.311769	-0.866025	3.000000	2.197792	-0.903761	-0.340782
21	12	-0.242487	-0.866025	3.000000	2.295277	-0.688289	1.482547
22	12	-0.173205	-0.866025	3.000000	2.392981	1.690830	8.437812
23	12	-0.103923	-0.866025	3.000000	2.489954	1.323194	4.070394
24	12	-0.034641	-0.866025	3.000000	2.585123	-0.402307	1.648413
25	12	0.034641	-0.866025	3.000000	2.677266	-1.640407	-0.953371
26	12	0.103923	-0.866025	3.000000	2.764986	1.366676	8.271722
27	12	0.173205	-0.866025	3.000000	2.846709	-1.659825	-3.612732
28	12	0.242487	-0.866025	3.000000	2.920702	0.244563	2.980616
29	12	0.311769	-0.866025	3.000000	2.985115	0.081919	3.498996
30	12	0.381051	-0.866025	3.000000	3.038043	-0.484798	0.662337
31	12	0.450333	-0.866025	3.000000	3.077615	-1.306219	-0.228776
32	12	0.519615	-0.866025	3.000000	3.102102	-0.240451	2.326832
33	12	0.588897	-0.866025	3.000000	3.110032	1.345735	8.021083
34	12	0.658179	-0.866025	3.000000	3.100317	-1.039849	-0.453672
35	12	0.727461	-0.866025	3.000000	3.072374	-0.820677	1.636462
36	12	0.796743	-0.866025	3.000000	3.026237	0.197767	1.758930
37	12	0.866025	-0.866025	3.000000	2.962646	0.302980	3.057645
38	12	0.935307	-0.866025	3.000000	2.883110	1.736311	7.815213
39	12	1.004589	-0.866025	3.000000	2.789930	-0.302985	2.231510
40	12	1.073872	-0.866025	3.000000	2.686186	0.045782	3.218748
41	12	1.143154	-0.866025	3.000000	2.575676	0.604512	4.747360
42	12	1.212436	-0.866025	3.000000	2.462811	0.930254	6.019775
43	12	1.281718	-0.866025	3.000000	2.352465	-1.039959	1.026714
44	12	1.351000	-0.866025	3.000000	2.249797	1.170656	5.285771
45	12	1.420282	-0.866025	3.000000	2.160031	-0.748759	1.086310
46	12	1.489564	-0.866025	3.000000	2.088221	-1.188772	-0.147509
47	12	1.558846	-0.866025	3.000000	2.039014	-0.330910	2.752120
48	12	1.628128	-0.866025	3.000000	2.016404	-0.984633	0.381745
49	12	1.697410	-0.866025	3.000000	2.023520	-0.199079	2.991090
0	13	-1.697410	-0.796743	3.000000	1.144537	0.364471	3.302633
1	13	-1.628128	-0.796743	3.000000	1.141923	-0.513414	2.131055
2	13	-1.558846	-0.796743	3.000000	1.138462	-0.819830	1.750391
3	13	-1.489564	-0.796743	3.000000	1.136363	0.255309	2.876970
4	13	-1.420282	-0.796743	3.000000	1.137715	-0.910219	-0.057442
5	13	-1.351000	-0.796743	3.000000	1.144391	-0.784950	3.598645
6	13	-1.281718	-0.796743	3.000000	1.157962	0.434496	1.732165
7	13	-1.212436	-0.796743	3.000000	1.179645	-0.118929	3.511517
8	13	-1.143154	-0.796743	3.000000	1.210272	1.488912	3.961629
9	13	-1.073872	-0.796743	3.000000	1.250294	0.623733	1.611913
10	13	-1.004589	-0.796743	3.000000	1.299802	0.038132	3.177454
11	13	-0.935307	-0.796743	3.000000	1.358571	1.026518	5.434938
12	13	-0.866025	-0.796743	3.000000	1.426116	0.537115	3.612722
13	13	-0.796743	-0.796743	3.000000	1.501760	-0.308966	3.220708
14	13	-0.727461	-0.796743	3.000000	1.584695	0.873608	4.245960
15	13	-0.658179	-0.796743	3.000000	1.674046	-0.071616	3.336501
16	13	-0.588897	-0.796743	3.000000	1.768922	-1.539661	0.184604
17	13	-0.519615	-0.796743	3.000000	1.868443	0.059373	3.287846
18	13	-0.450333	-0.796743	3.000000	1.971764	-1.096168	-0.306516
19	13	-0.381051	-0.796743	3.000000	2.078071	0.297004	3.932145
20	13	-0.311769	-0.796743	3.000000	2.186562	1.104959	5.328519
21	13	-0.242487	-0.796743	3.000000	2.296413	-0.509313	1.019031
22	13	-0.173205	-0.796743	3.000000	2.406738	-0.660788	0.633745
23	13	-0.103923	-0.796743	3.000000	2.516539	-1.662540	-2.045267
24	13	-0.034641	-0.796743	3.000000	2.624666	0.136040	3.403243
25	13	0.034641	-0.796743	3.000000	2.729777	-1.633970	-0.137408
26	13	0.103923	-0.796743	3.000000	2.830320	1.762943	8.241394
27	13	0.173205	-0.796743	3.000000	2.924532	-0.411773	0.605393
28	13	0.242487	-0.796743	3.000000	3.010460	1.544633	7.737926
29	13	0.311769	-0.796743	3.000000	3.086015	0.078318	2.441986
30	13	0.381051	-0.796743	3.000000	3.149041	1.154606	6.930601
31	13	0.450333	-0.796743	3.000000	3.197415	0.199087	2.942879
32	13	0.519615	-0.796743	3.000000	3.229167	0.424193	3.873044
33	13	0.588897	-0.796743	3.000000	3.242605	1.363426	6.687478
34	13	0.658179	-0.796743	3.000000	3.236457	0.905098	4.782197
35	13	0.727461	-0.796743	3.000000	3.209993	0.002302	3.490326
36	13	0.796743	-0.796743	3.000000	3.163154	-1.072208	-0.320803
37	13	0.866025	-0.796743	3.000000	3.096634	-1.463641	-3.156503
38	13	0.935307	-0.796743	3.000000	3.011957	1.514474	7.128168
39	13	1.004589	-0.796743	3.000000	2.911492	0.230734	5.460850
40	13	1.073872	-0.796743	3.000000	2.798439	0.858089	4.616944
41	13	1.143154	-0.796743	3.000000	2.676765	0.813037	5.719349
42	13	1.212436	-0.796743	3.000000	2.551091	1.532707	8.196913
43	13	1.281718	-0.796743	3.000000	2.426536	1.251602	5.763857
44	13	1.351000	-0.796743	3.000000	2.308525	1.601951	6.028596
45	13	1.420282	-0.796743	3.000000	2.202566	-1.657068	-2.905155
46	13	1.489564	-0.796743	3.000000	2.114005	1.159463	3.972926
47	13	1.558846	-0.796743	3.000000	2.047778	-0.027131	4.226349
48	13	1.628128	-0.796743	3.000000	2.008164	0.425993	3.585011
49	13	1.697410	-0.796743	3.000000	1.998558	1.637641	7.827831
0	14	-1.697410	-0.727461	3.000000	1.026097	0.663314	3.693818
1	14	-1.628128	-0.727461	3.000000	1.016417	-1.358396	1.159011
2	14	-1.558846	-0.727461	3.000000	1.008300	1.440246	4.582989
3	14	-1.489564	-0.727461	3.000000	1.003893	-1.393447	1.028808
4	14	-1.420282	-0.727461	3.000000	1.005156	0.149537	4.347093
5	14	-1.351000	-0.727461	3.000000	1.013767	-0.711257	1.658557
6	14	-1.281718	-0.727461	3.000000	1.031062	1.322950	3.706070
7	14	-1.212436	-0.727461	3.000000	1.057994	0.207599	3.414971
8	14	-1.143154	-0.727461	3.000000	1.095124	0.315606	2.054004
9	14	-1.073872	-0.727461	3.000000	1.142635	-1.517734	0.944299
10	14	-1.004589	-0.727461	3.000000	1.200371	0.095637	2.172504
11	14	-0.935307	-0.727461	3.000000	1.267891	-1.682476	2.391544
12	14	-0.866025	-0.727461	3.000000	1.344536	-0.043360	1.873555
13	14	-0.796743	-0.727461	3.000000	1.429495	1.277022	4.975086
14	14	-0.727461	-0.727461	3.000000	1.521877	-1.576283	1.032304
15	14	-0.658179	-0.727461	3.000000	1.620766	-0.280154	2.651172
16	14	-0.588897	-0.727461	3.000000	1.725264	-0.964005	1.406935
17	14	-0.519615	-0.727461	3.000000	1.834522	1.336794	5.579239
18	14	-0.450333	-0.727461	3.000000	1.947740	-1.034609	1.218460
19	14	-0.381051	-0.727461	3.000000	2.064159	0.740333	4.942469
20	14	-0.311769	-0.727461	3.000000	2.183028	1.471974	7.116637
21	14	-0.242487	-0.727461	3.000000	2.303563	0.722900	4.763093
22	14	-0.173205	-0.727461	3.000000	2.424890	-0.154374	2.851732
23	14	-0.103923	-0.727461	3.000000	2.545994	1.254840	7.136930
24	14	-0.034641	-0.727461	3.000000	2.665666	-0.524406	1.431586
25	14	0.034641	-0.727461	3.000000	2.782469	-1.473695	-0.763125
26	14	0.103923	-0.727461	3.000000	2.894712	-0.102750	2.004615
27	14	0.173205	-0.727461	3.000000	3.000454	0.850866	7.815603
28	14	0.242487	-0.727461	3.000000	3.097534	-0.514852	-0.220491
29	14	0.311769	-0.727461	3.000000	3.183629	0.532494	3.380137
30	14	0.381051	-0.727461	3.000000	3.256332	-1.008793	-0.625025
31	14	0.450333	-0.727461	3.000000	3.313268	0.358035	3.007185
32	14	0.519615	-0.727461	3.000000	3.352219	-0.412754	2.323134
33	14	0.588897	-0.727461	3.000000	3.371266	-1.095913	-1.632342
34	14	0.658179	-0.727461	3.000000	3.368933	-1.701989	-4.150420
35	14	0.727461	-0.727461	3.000000	3.344330	1.455950	9.330695
36	14	0.796743	-0.727461	3.000000	3.297275	0.007251	0.072203
37	14	0.866025	-0.727461	3.000000	3.228395	1.714847	6.768915
38	14	0.935307	-0.727461	3.000000	3.139193	-1.690529	-3.229665
39	14	1.004589	-0.727461	3.000000	3.032072	1.396570	5.248382
40	14	1.073872	-0.727461	3.000000	2.910317	0.496647	3.097584
41	14	1.143154	-0.727461	3.000000	2.778023	1.329687	6.008056
42	14	1.212436	-0.727461	3.000000	2.639983	0.191825	4.273628
43	14	1.281718	-0.727461	3.000000	2.501519	-1.511877	-0.914610
44	14	1.351000	-0.727461	3.000000	2.368290	-0.483567	0.526184
45	14	1.420282	-0.727461	3.000000	2.246053	0.950193	4.334877
46	14	1.489564	-0.727461	3.000000	2.140417	-0.527561	1.619074
47	14	1.558846	-0.727461	3.000000	2.056587	1.021053	5.697211
48	14	1.628128	-0.727461	3.000000	1.999110	1.509625	6.365061
49	14	1.697410	-0.727461	3.000000	1.971647	-1.514999	-0.420410
0	15	-1.697410	-0.658179	3.000000	0.920744	-0.734087	3.637592
1	15	-1.628128	-0.658179	3.000000	0.905868	1.332988	5.010731
2	15	-1.558846	-0.658179	3.000000	0.894859	1.367215	5.391196
3	15	-1.489564	-0.658179	3.000000	0.889756	-1.596673	2.196053
4	15	-1.420282	-0.658179	3.000000	0.892341	-0.179226	1.622318
5	15	-1.351000	-0.658179	3.000000	0.904065	0.034542	3.737079
6	15	-1.281718	-0.658179	3.000000	0.926000	0.618128	2.844267
7	15	-1.212436	-0.658179	3.000000	0.958813	-1.670996	0.384518
8	15	-1.143154	-0.658179	3.000000	1.002782	0.121745	2.882259
9	15	-1.073872	-0.658179	3.000000	1.057819	0.965579	2.838962
10	15	-1.004589	-0.658179	3.000000	1.123524	-0.367619	3.659703
11	15	-0.935307	-0.658179	3.000000	1.199253	1.412046	5.729840
12	15	-0.866025	-0.658179	3.000000	1.284188	-1.504070	1.702968
13	15	-0.796743	-0.658179	3.000000	1.377414	-0.742874	1.784897
14	15	-0.727461	-0.658179	3.000000	1.477982	1.658742	5.637674
15	15	-0.658179	-0.658179	3.000000	1.584965	-0.714773	2.075034
16	15	-0.588897	-0.658179	3.000000	1.697499	-0.599889	1.915736
17	15	-0.519615	-0.658179	3.000000	1.814793	-0.574183	2.674527
18	15	-0.450333	-0.658179	3.000000	1.936131	-0.526219	2.051311
19	15	-0.381051	-0.658179	3.000000	2.060843	0.997111	4.318088
20	15	-0.311769	-0.658179	3.000000	2.188265	0.997846	4.993526
