u	v	x_coord	y_coord	coef0	coef1	coef2	feat1	feat2	y
34	6	0.658179	-1.281718	3.000000	3	-3	-1.687244	1.227542	-3.417321
35	6	0.727461	-1.281718	3.000000	3	-3	1.536675	-1.590473	14.731926
36	6	0.796743	-1.281718	3.000000	3	-3	-0.998906	-0.780870	5.600141
37	6	0.866025	-1.281718	3.000000	3	-3	-1.241184	-0.392996	2.934639
38	6	0.935307	-1.281718	3.000000	3	-3	-0.016795	-1.495952	9.656386
39	6	1.004589	-1.281718	3.000000	3	-3	-1.484633	-0.974291	5.371230
40	6	1.073872	-1.281718	3.000000	3	-3	0.302047	1.127280	3.671137
41	6	1.143154	-1.281718	3.000000	3	-3	1.613320	0.233821	9.359997
42	6	1.212436	-1.281718	3.000000	3	-3	1.469239	-1.501742	14.680249
43	6	1.281718	-1.281718	3.000000	2	-2	0.181256	0.093539	4.409246
44	6	1.351000	-1.281718	3.000000	2	-2	-0.247604	0.193407	3.646352
45	6	1.420282	-1.281718	3.000000	2	-2	-1.009054	1.680514	0.337440
46	6	1.489564	-1.281718	3.000000	3	-3	-1.263318	-0.560325	4.186967
47	6	1.558846	-1.281718	3.000000	3	-3	0.545733	-0.923244	9.256100
48	6	1.628128	-1.281718	3.000000	3	-3	1.259362	1.246932	5.572219
49	6	1.697410	-1.281718	3.000000	3	-3	-0.486690	-0.950754	7.203411
0	7	-1.697410	-1.212436	3.000000	3	-3	0.142031	-1.092357	8.930288
1	7	-1.628128	-1.212436	3.000000	3	-3	-1.190449	-0.823832	5.045042
2	7	-1.558846	-1.212436	3.000000	3	-3	1.519974	-1.340346	13.967715
3	7	-1.489564	-1.212436	3.000000	3	-3	-0.294340	-1.644268	10.324359
4	7	-1.420282	-1.212436	3.000000	3	-3	-1.696925	-1.149575	4.981151
5	7	-1.351000	-1.212436	3.000000	3	-3	0.630641	1.510063	3.232737
6	7	-1.281718	-1.212436	3.000000	3	-3	-1.527968	0.501039	1.189214
7	7	-1.212436	-1.212436	3.000000	3	-3	-0.111621	1.270279	2.314890
8	7	-1.143154	-1.212436	3.000000	3	-3	0.877294	1.191399	4.708005
9	7	-1.073872	-1.212436	3.000000	3	-3	0.478518	-1.267223	12.707813
10	7	-1.004589	-1.212436	3.000000	3	-3	0.726711	1.336094	5.614633
11	7	-0.935307	-1.212436	3.000000	3	-3	-0.433951	-1.537778	9.033394
12	7	-0.866025	-1.212436	3.000000	3	-3	1.648025	-1.383898	16.992724
13	7	-0.796743	-1.212436	3.000000	3	-3	-0.429181	-0.173324	2.598275
14	7	-0.727461	-1.212436	3.000000	3	-3	1.194451	1.021503	8.080026
15	7	-0.658179	-1.212436	3.000000	3	-3	-1.457787	-0.767476	4.445978
16	7	-0.588897	-1.212436	3.000000	3	-3	0.674056	0.053403	6.587093
17	7	-0.519615	-1.212436	3.000000	3	-3	-0.043046	0.780245	4.821077
18	7	-0.450333	-1.212436	3.000000	3	-3	1.684617	1.533601	7.260319
19	7	-0.381051	-1.212436	3.000000	3	-3	0.156708	1.190269	1.071385
20	7	-0.311769	-1.212436	3.000000	3	-3	-1.006315	-1.524152	7.639859
21	7	-0.242487	-1.212436	3.000000	3	-3	0.380067	1.056833	2.874690
22	7	-0.173205	-1.212436	3.000000	3	-3	0.778896	-0.758595	10.083761
23	7	-0.103923	-1.212436	3.000000	3	-3	1.178034	-0.665067	10.551870
24	7	-0.034641	-1.212436	3.000000	3	-3	1.563815	0.892176	9.414936
25	7	0.034641	-1.212436	3.000000	3	-3	-0.412008	1.145422	1.043395
26	7	0.103923	-1.212436	3.000000	3	-3	1.741430	-1.598848	17.544536
27	7	0.173205	-1.212436	3.000000	3	-3	-1.507329	-1.207352	5.929483
28	7	0.242487	-1.212436	3.000000	3	-3	0.037332	1.322068	3.140504
29	7	0.311769	-1.212436	3.000000	3	-3	1.427068	-0.041726	10.236925
30	7	0.381051	-1.212436	3.000000	3	-3	-0.569406	1.463768	1.115571
31	7	0.450333	-1.212436	3.000000	3	-3	-1.083492	1.547360	-0.138612
32	7	0.519615	-1.212436	3.000000	3	-3	-1.074104	-1.420498	6.976898
33	7	0.588897	-1.212436	3.000000	3	-3	-0.734073	0.268744	2.453231
34	7	0.658179	-1.212436	3.000000	3	-3	-1.702762	1.160854	-3.129568
35	7	0.727461	-1.212436	3.000000	3	-3	-0.386785	1.312944	0.886189
36	7	0.796743	-1.212436	3.000000	3	-3	1.158594	0.294133	8.466098
37	7	0.866025	-1.212436	3.000000	3	-3	-1.218565	1.114681	-1.271868
38	7	0.935307	-1.212436	3.000000	3	-3	-1.245668	-0.473378	4.026821
39	7	1.004589	-1.212436	3.000000	3	-3	1.286625	0.172095	12.834367
40	7	1.073872	-1.212436	3.000000	3	-3	0.381567	0.704348	3.866855
41	7	1.143154	-1.212436	3.000000	3	-3	-1.398448	-1.086104	4.189622
42	7	1.212436	-1.212436	3.000000	3	-3	0.814338	1.632158	4.144150
43	7	1.281718	-1.212436	3.000000	3	-3	0.992685	1.495734	2.980853
44	7	1.351000	-1.212436	3.000000	3	-3	-1.082404	0.255125	1.015136
45	7	1.420282	-1.212436	3.000000	3	-3	1.027121	1.286054	4.021221
46	7	1.489564	-1.212436	3.000000	3	-3	-1.510608	-1.225438	7.250617
47	7	1.558846	-1.212436	3.000000	3	-3	-0.960637	0.899159	-0.364987
48	7	1.628128	-1.212436	3.000000	3	-3	-1.133440	-1.198394	4.881743
49	7	1.697410	-1.212436	3.000000	3	-3	0.649688	0.206296	7.368432
0	8	-1.697410	-1.143154	3.000000	2	-2	1.321026	-1.213610	12.890514
1	8	-1.628128	-1.143154	3.000000	2	-2	-1.046596	1.429091	2.740226
2	8	-1.558846	-1.143154	3.000000	2	-2	0.220548	1.229502	4.548433
3	8	-1.489564	-1.143154	3.000000	2	-2	-0.158986	-1.233940	8.386986
4	8	-1.420282	-1.143154	3.000000	3	-3	-0.229080	0.485166	3.321913
5	8	-1.351000	-1.143154	3.000000	3	-3	-0.498426	-0.035441	5.469032
6	8	-1.281718	-1.143154	3.000000	3	-3	-1.035963	-0.511922	4.660916
7	8	-1.212436	-1.143154	3.000000	3	-3	0.260040	1.254294	3.459139
8	8	-1.143154	-1.143154	3.000000	3	-3	-0.110467	-0.293027	6.294194
9	8	-1.073872	-1.143154	3.000000	3	-3	-1.437904	0.099308	2.860817
10	8	-1.004589	-1.143154	3.000000	3	-3	-1.630144	1.306616	-3.845335
11	8	-0.935307	-1.143154	3.000000	3	-3	1.761413	-1.106739	15.188770
12	8	-0.866025	-1.143154	3.000000	3	-3	-1.658497	-0.041894	1.234688
13	8	-0.796743	-1.143154	3.000000	3	-3	0.005838	-0.784912	7.972210
14	8	-0.727461	-1.143154	3.000000	3	-3	1.278399	-0.845611	12.121714
15	8	-0.658179	-1.143154	3.000000	3	-3	-1.047790	1.059349	0.477458
16	8	-0.588897	-1.143154	3.000000	3	-3	1.012029	0.234903	11.007443
17	8	-0.519615	-1.143154	3.000000	3	-3	1.036093	0.311225	9.268089
18	8	-0.450333	-1.143154	3.000000	3	-3	0.957725	-0.909465	11.674645
19	8	-0.381051	-1.143154	3.000000	3	-3	0.256451	0.986840	2.919825
20	8	-0.311769	-1.143154	3.000000	3	-3	1.060877	-1.103289	12.432274
21	8	-0.242487	-1.143154	3.000000	3	-3	-1.078051	0.347723	0.678637
22	8	-0.173205	-1.143154	3.000000	3	-3	-1.377000	-1.594531	5.269316
23	8	-0.103923	-1.143154	3.000000	3	-3	-1.559129	-0.519470	2.951488
24	8	-0.034641	-1.143154	3.000000	3	-3	1.320763	-1.465502	12.878271
25	8	0.034641	-1.143154	3.000000	3	-3	1.380344	0.485820	7.461342
26	8	0.103923	-1.143154	3.000000	3	-3	0.064742	1.274039	2.333322
27	8	0.173205	-1.143154	3.000000	3	-3	0.148766	-0.181892	6.330283
28	8	0.242487	-1.143154	3.000000	3	-3	-0.650581	0.531662	2.334691
29	8	0.311769	-1.143154	3.000000	3	-3	-1.557077	-0.941871	2.647576
30	8	0.381051	-1.143154	3.000000	3	-3	-1.183144	1.146784	-1.016722
31	8	0.450333	-1.143154	3.000000	3	-3	0.552202	1.045937	5.589988
32	8	0.519615	-1.143154	3.000000	3	-3	-0.706149	1.058688	0.663742
33	8	0.588897	-1.143154	3.000000	3	-3	1.342365	0.162998	10.145199
34	8	0.658179	-1.143154	3.000000	3	-3	0.702620	0.951929	7.066244
35	8	0.727461	-1.143154	3.000000	3	-3	0.211425	1.635339	1.146369
36	8	0.796743	-1.143154	3.000000	3	-3	0.285639	-1.205260	10.259717
37	8	0.866025	-1.143154	3.000000	3	-3	0.700286	0.733840	6.806007
38	8	0.935307	-1.143154	3.000000	3	-3	1.268804	-1.523295	13.975295
39	8	1.004589	-1.143154	3.000000	3	-3	0.844803	0.538019	7.711529
40	8	1.073872	-1.143154	3.000000	3	-3	-1.507293	-0.575766	4.284822
41	8	1.143154	-1.143154	3.000000	3	-3	-0.830707	-1.298437	7.334264
42	8	1.212436	-1.143154	3.000000	3	-3	1.516145	1.551359	6.338881
43	8	1.281718	-1.143154	3.000000	3	-3	-1.053616	1.206366	0.299843
44	8	1.351000	-1.143154	3.000000	3	-3	0.239550	1.372490	2.922391
45	8	1.420282	-1.143154	3.000000	3	-3	0.591115	0.489647	6.403371
46	8	1.489564	-1.143154	3.000000	3	-3	1.098683	0.531140	9.845226
47	8	1.558846	-1.143154	3.000000	3	-3	1.684533	-0.419522	10.969864
48	8	1.628128	-1.143154	3.000000	3	-3	0.688310	0.829403	3.651247
49	8	1.697410	-1.143154	3.000000	3	-3	1.700000	1.468564	5.179804
0	9	-1.697410	-1.073872	3.000000	2	-2	0.053662	-0.004245	5.686773
1	9	-1.628128	-1.073872	3.000000	2	-2	0.468892	0.769403	5.351032
2	9	-1.558846	-1.073872	3.000000	2	-2	1.259435	1.246368	4.271069
3	9	-1.489564	-1.073872	3.000000	2	-2	-1.257329	-0.033638	4.366104
4	9	-1.420282	-1.073872	3.000000	2	-2	-0.606718	-0.026257	3.993561
5	9	-1.351000	-1.073872	3.000000	2	-2	-1.516982	1.494257	-1.290555
6	9	-1.281718	-1.073872	3.000000	2	-2	-0.413284	1.123060	3.942009
7	9	-1.212436	-1.073872	3.000000	2	-2	-1.181807	1.600411	0.982504
8	9	-1.143154	-1.073872	3.000000	2	-2	-0.200816	-0.738106	5.989279
9	9	-1.073872	-1.073872	3.000000	2	-2	-0.775425	0.807918	3.661111
10	9	-1.004589	-1.073872	3.000000	2	-2	0.489146	1.133380	3.958872
11	9	-0.935307	-1.073872	3.000000	2	-2	-1.510046	0.362159	2.410590
12	9	-0.866025	-1.073872	3.000000	2	-2	0.007259	-0.152661	6.288902
13	9	-0.796743	-1.073872	3.000000	2	-2	1.397867	-0.697241	10.044976
14	9	-0.727461	-1.073872	3.000000	2	-2	0.112388	0.353987	6.186257
15	9	-0.658179	-1.073872	3.000000	3	-3	-0.900943	0.626107	0.131029
16	9	-0.588897	-1.073872	3.000000	3	-3	-0.742351	-0.544447	7.181908
17	9	-0.519615	-1.073872	3.000000	3	-3	-0.592406	-0.116008	4.228448
18	9	-0.450333	-1.073872	3.000000	3	-3	0.887223	-0.334938	9.059272
19	9	-0.381051	-1.073872	3.000000	3	-3	0.812787	1.763786	4.141954
20	9	-0.311769	-1.073872	3.000000	3	-3	0.532285	-0.598546	10.346048
21	9	-0.242487	-1.073872	3.000000	3	-3	-1.379505	0.011645	3.618619
22	9	-0.173205	-1.073872	3.000000	3	-3	-1.509265	0.828539	-1.214760
23	9	-0.103923	-1.073872	3.000000	3	-3	0.110940	1.757483	1.978890
24	9	-0.034641	-1.073872	3.000000	3	-3	-0.677661	-0.299559	5.173165
25	9	0.034641	-1.073872	3.000000	3	-3	-0.981892	-1.399928	7.457046
26	9	0.103923	-1.073872	3.000000	3	-3	0.128163	0.638708	3.865413
27	9	0.173205	-1.073872	3.000000	3	-3	0.966117	1.426263	4.555180
28	9	0.242487	-1.073872	3.000000	3	-3	-0.578077	1.422715	-0.147008
29	9	0.311769	-1.073872	3.000000	3	-3	1.164658	1.016362	5.477787
30	9	0.381051	-1.073872	3.000000	3	-3	-1.386621	0.501128	1.650722
31	9	0.450333	-1.073872	3.000000	3	-3	-1.340582	-0.570826	3.947887
32	9	0.519615	-1.073872	3.000000	3	-3	-0.607085	-0.012365	3.252187
33	9	0.588897	-1.073872	3.000000	3	-3	0.531047	-1.531454	11.586616
34	9	0.658179	-1.073872	3.000000	3	-3	-0.107087	-0.419051	7.785619
35	9	0.727461	-1.073872	3.000000	3	-3	1.063774	1.526806	3.921311
36	9	0.796743	-1.073872	3.000000	3	-3	-0.413904	0.245852	1.748611
37	9	0.866025	-1.073872	3.000000	3	-3	-1.216902	1.684026	-2.736197
38	9	0.935307	-1.073872	3.000000	3	-3	-1.370577	0.993057	-1.389293
39	9	1.004589	-1.073872	3.000000	3	-3	0.250282	-1.087350	10.450297
40	9	1.073872	-1.073872	3.000000	3	-3	-0.066128	0.727022	4.709452
41	9	1.143154	-1.073872	3.000000	3	-3	-1.218054	0.425718	1.543148
42	9	1.212436	-1.073872	3.000000	3	-3	1.532115	-1.680308	16.994516
43	9	1.281718	-1.073872	3.000000	3	-3	1.005004	0.998795	5.325075
44	9	1.351000	-1.073872	3.000000	3	-3	-0.399253	1.731744	-0.386622
45	9	1.420282	-1.073872	3.000000	3	-3	-1.652159	-1.565125	4.043358
46	9	1.489564	-1.073872	3.000000	3	-3	-1.117376	-0.132261	0.926959
47	9	1.558846	-1.073872	3.000000	3	-3	-0.590208	-1.576530	8.467485
48	9	1.628128	-1.073872	3.000000	3	-3	0.053875	-0.885988	7.628580
49	9	1.697410	-1.073872	3.000000	3	-3	-0.962145	1.550543	-0.296374
0	10	-1.697410	-1.004589	3.000000	2	-2	-0.507857	-0.302831	6.011900
1	10	-1.628128	-1.004589	3.000000	2	-2	0.466640	-0.784441	8.688183
2	10	-1.558846	-1.004589	3.000000	2	-2	-0.709238	0.343920	3.600020
3	10	-1.489564	-1.004589	3.000000	2	-2	-0.621477	0.114461	1.275392
4	10	-1.420282	-1.004589	3.000000	2	-2	-0.703544	1.607945	1.254654
5	10	-1.351000	-1.004589	3.000000	2	-2	-1.514149	1.000858	0.720229
6	10	-1.281718	-1.004589	3.000000	2	-2	0.625269	1.134737	6.231746
7	10	-1.212436	-1.004589	3.000000	2	-2	-0.537323	-0.747095	6.714147
8	10	-1.143154	-1.004589	3.000000	2	-2	-1.470028	-0.396139	3.307855
9	10	-1.073872	-1.004589	3.000000	2	-2	1.288029	-1.273722	8.544199
10	10	-1.004589	-1.004589	3.000000	2	-2	-1.230359	0.081664	5.704514
11	10	-0.935307	-1.004589	3.000000	2	-2	0.486085	0.646476	5.915225
12	10	-0.866025	-1.004589	3.000000	2	-2	-1.510881	1.433704	0.207911
13	10	-0.796743	-1.004589	3.000000	2	-2	-0.175200	-0.096186	5.137884
14	10	-0.727461	-1.004589	3.000000	2	-2	-1.577107	-0.169504	2.367037
15	10	-0.658179	-1.004589	3.000000	2	-2	-0.912419	-1.601010	7.810125
16	10	-0.588897	-1.004589	3.000000	2	-2	0.527595	0.778699	3.632302
17	10	-0.519615	-1.004589	3.000000	3	-3	-1.638250	1.248889	-3.576946
18	10	-0.450333	-1.004589	3.000000	3	-3	-0.713161	0.968569	1.030726
19	10	-0.381051	-1.004589	3.000000	3	-3	1.149165	-0.288300	10.179345
20	10	-0.311769	-1.004589	3.000000	3	-3	1.138532	1.047065	7.064736
21	10	-0.242487	-1.004589	3.000000	3	-3	1.509930	1.337340	7.926717
22	10	-0.173205	-1.004589	3.000000	3	-3	-1.514720	0.242361	-0.117645
23	10	-0.103923	-1.004589	3.000000	3	-3	-0.714695	-1.190193	5.647063
24	10	-0.034641	-1.004589	3.000000	3	-3	1.420885	0.740101	8.349408
25	10	0.034641	-1.004589	3.000000	3	-3	0.901664	0.943917	6.026268
26	10	0.103923	-1.004589	3.000000	3	-3	0.450709	0.237364	6.462896
27	10	0.173205	-1.004589	3.000000	3	-3	-1.454235	-0.519883	3.487769
28	10	0.242487	-1.004589	3.000000	3	-3	-0.666237	-0.206333	5.254126
29	10	0.311769	-1.004589	3.000000	3	-3	0.823798	0.280311	7.838273
30	10	0.381051	-1.004589	3.000000	3	-3	-1.642276	1.622946	-3.462121
31	10	0.450333	-1.004589	3.000000	3	-3	-1.376880	1.035413	-1.015916
32	10	0.519615	-1.004589	3.000000	3	-3	1.050137	0.323380	7.652202
33	10	0.588897	-1.004589	3.000000	3	-3	1.649225	0.260730	10.526843
34	10	0.658179	-1.004589	3.000000	3	-3	-0.683273	1.701626	-1.377902
35	10	0.727461	-1.004589	3.000000	3	-3	1.732299	-0.265383	13.560706
36	10	0.796743	-1.004589	3.000000	3	-3	0.983169	1.337718	3.803557
37	10	0.866025	-1.004589	3.000000	3	-3	0.606041	0.469119	6.909086
38	10	0.935307	-1.004589	3.000000	3	-3	1.049923	1.159671	3.470002
39	10	1.004589	-1.004589	3.000000	3	-3	-0.192304	-0.065722	6.455011
40	10	1.073872	-1.004589	3.000000	3	-3	0.149465	-0.251466	7.546980
41	10	1.143154	-1.004589	3.000000	3	-3	-0.166053	-0.092264	5.702410
42	10	1.212436	-1.004589	3.000000	3	-3	-0.380860	-0.152469	6.522800
43	10	1.281718	-1.004589	3.000000	3	-3	-0.641016	-1.401084	7.555394
44	10	1.351000	-1.004589	3.000000	3	-3	1.169286	-0.914243	13.161552
45	10	1.420282	-1.004589	3.000000	3	-3	-0.212661	-0.230357	5.911596
46	10	1.489564	-1.004589	3.000000	3	-3	0.778896	-0.530960	10.670903
47	10	1.558846	-1.004589	3.000000	3	-3	0.465425	1.661388	1.633203
48	10	1.628128	-1.004589	3.000000	3	-3	-0.923511	1.509869	0.111296
49	10	1.697410	-1.004589	3.000000	3	-3	1.495258	0.110895	12.607117
0	11	-1.697410	-0.935307	3.000000	2	-2	-0.757837	-0.259019	5.681834
1	11	-1.628128	-0.935307	3.000000	2	-2	0.114725	1.653530	2.667927
2	11	-1.558846	-0.935307	3.000000	2	-2	0.004283	1.260293	3.192344
3	11	-1.489564	-0.935307	3.000000	2	-2	1.753876	1.114743	7.505543
4	11	-1.420282	-0.935307	3.000000	2	-2	1.361437	0.726873	5.643314
5	11	-1.351000	-0.935307	3.000000	2	-2	-0.659013	0.514383	4.648772
6	11	-1.281718	-0.935307	3.000000	2	-2	-0.039755	-1.054485	9.715810
7	11	-1.212436	-0.935307	3.000000	2	-2	-0.326385	0.250327	5.308046
8	11	-1.143154	-0.935307	3.000000	2	-2	-0.554993	-0.647634	5.668407
9	11	-1.073872	-0.935307	3.000000	2	-2	0.166870	-0.397220	5.342734
10	11	-1.004589	-0.935307	3.000000	2	-2	1.579200	-1.183765	11.351767
11	11	-0.935307	-0.935307	3.000000	2	-2	0.031294	1.274267	3.255937
12	11	-0.866025	-0.935307	3.000000	2	-2	-1.003181	-1.076327	5.977334
13	11	-0.796743	-0.935307	3.000000	2	-2	-0.981067	-1.610034	9.400289
14	11	-0.727461	-0.935307	3.000000	2	-2	-0.177002	1.250430	5.508527
15	11	-0.658179	-0.935307	3.000000	2	-2	-0.110162	0.374500	4.176492
16	11	-0.588897	-0.935307	3.000000	2	-2	0.818760	1.404109	4.609237
17	11	-0.519615	-0.935307	3.000000	2	-2	-0.057447	1.342117	3.118122
18	11	-0.450333	-0.935307	3.000000	3	-3	-0.065189	-0.532565	7.251681
19	11	-0.381051	-0.935307	3.000000	3	-3	-0.975323	1.587250	-1.002793
20	11	-0.311769	-0.935307	3.000000	3	-3	0.197101	-0.115358	7.134748
21	11	-0.242487	-0.935307	3.000000	3	-3	-0.613180	-1.085560	7.656338
22	11	-0.173205	-0.935307	3.000000	3	-3	-1.511518	-1.535387	5.879925
23	11	-0.103923	-0.935307	3.000000	3	-3	0.913845	-0.910619	11.230735
24	11	-0.034641	-0.935307	3.000000	3	-3	1.199456	-1.568239	14.553220
25	11	0.034641	-0.935307	3.000000	3	-3	-1.395685	-0.867042	5.872521
26	11	0.103923	-0.935307	3.000000	3	-3	-0.323228	-0.280566	6.502686
27	11	0.173205	-0.935307	3.000000	3	-3	0.158294	0.101758	6.521855
28	11	0.242487	-0.935307	3.000000	3	-3	0.049098	1.753425	3.159545
29	11	0.311769	-0.935307	3.000000	3	-3	-0.957003	-1.397209	6.960802
30	11	0.381051	-0.935307	3.000000	3	-3	-0.125651	-0.437040	6.296818
31	11	0.450333	-0.935307	3.000000	3	-3	0.461663	0.732948	5.260584
32	11	0.519615	-0.935307	3.000000	3	-3	-0.444527	-0.913253	7.522406
33	11	0.588897	-0.935307	3.000000	3	-3	-1.386501	1.574108	-1.482055
34	11	0.658179	-0.935307	3.000000	3	-3	-0.760471	-1.586747	6.814670
35	11	0.727461	-0.935307	3.000000	3	-3	1.360536	1.626580	5.042244
36	11	0.796743	-0.935307	3.000000	3	-3	-0.416407	0.983191	1.468393
37	11	0.866025	-0.935307	3.000000	3	-3	-0.641228	0.419977	2.205453
38	11	0.935307	-0.935307	3.000000	3	-3	-1.478036	0.732341	-0.487346
39	11	1.004589	-0.935307	3.000000	3	-3	1.602763	-0.904889	12.893323
40	11	1.073872	-0.935307	3.000000	3	-3	-0.464559	-1.016304	9.137137
41	11	1.143154	-0.935307	3.000000	3	-3	-0.155372	-1.668485	9.236381
42	11	1.212436	-0.935307	3.000000	3	-3	-0.814705	1.545507	-1.158909
43	11	1.281718	-0.935307	3.000000	3	-3	-1.678918	0.814501	-2.482912
44	11	1.351000	-0.935307	3.000000	3	-3	-0.307333	0.384975	3.823365
45	11	1.420282	-0.935307	3.000000	3	-3	0.394905	1.198351	0.868304
46	11	1.489564	-0.935307	3.000000	3	-3	1.313544	1.057007	6.240318
47	11	1.558846	-0.935307	3.000000	3	-3	-0.669447	0.243399	1.526283
48	11	1.628128	-0.935307	3.000000	3	-3	0.847367	0.214382	6.708307
49	11	1.697410	-0.935307	3.000000	3	-3	1.674230	1.134540	6.361771
0	12	-1.697410	-0.866025	3.000000	2	-2	0.345250	0.023645	5.830254
1	12	-1.628128	-0.866025	3.000000	2	-2	-0.973639	-0.033760	3.232391
2	12	-1.558846	-0.866025	3.000000	2	-2	-1.564135	1.723832	0.228372
3	12	-1.489564	-0.866025	3.000000	2	-2	0.878346	-0.460495	9.392481
4	12	-1.420282	-0.866025	3.000000	2	-2	0.208852	-0.103548	7.825910
5	12	-1.351000	-0.866025	3.000000	2	-2	0.218265	-0.579051	9.277483
6	12	-1.281718	-0.866025	3.000000	2	-2	0.125816	1.592096	2.577482
7	12	-1.212436	-0.866025	3.000000	2	-2	1.425910	0.935920	5.839954
8	12	-1.143154	-0.866025	3.000000	2	-2	0.945517	0.984538	7.215886
9	12	-1.073872	-0.866025	3.000000	2	-2	-0.713208	-1.140431	6.270168
10	12	-1.004589	-0.866025	3.000000	2	-2	0.937887	-1.096592	11.647959
11	12	-0.935307	-0.866025	3.000000	2	-2	-1.410222	-1.207242	4.401408
12	12	-0.866025	-0.866025	3.000000	2	-2	0.311121	0.159803	7.415790
13	12	-0.796743	-0.866025	3.000000	2	-2	-0.850535	0.806867	2.998380
14	12	-0.727461	-0.866025	3.000000	2	-2	1.444927	-0.978610	11.342237
15	12	-0.658179	-0.866025	3.000000	2	-2	-1.559627	-0.285845	4.295760
16	12	-0.588897	-0.866025	3.000000	2	-2	-1.426666	0.152979	3.341802
17	12	-0.519615	-0.866025	3.000000	2	-2	-0.883464	-0.747323	5.418402
18	12	-0.450333	-0.866025	3.000000	3	-3	-0.217052	-0.760752	6.352215
19	12	-0.381051	-0.866025	3.000000	3	-3	-1.674103	-1.079871	4.059763
20	12	-0.311769	-0.866025	3.000000	3	-3	-0.903761	-0.419140	4.925489
21	12	-0.242487	-0.866025	3.000000	3	-3	-0.688289	0.622032	1.252907
22	12	-0.173205	-0.866025	3.000000	3	-3	1.690830	1.333425	8.020920
23	12	-0.103923	-0.866025	3.000000	3	-3	1.323194	0.543113	5.605242
24	12	-0.034641	-0.866025	3.000000	3	-3	-0.402307	-0.342393	5.774149
25	12	0.034641	-0.866025	3.000000	3	-3	-1.640407	-0.409960	2.671737
26	12	0.103923	-0.866025	3.000000	3	-3	1.366676	-0.180938	11.866314
27	12	0.173205	-0.866025	3.000000	3	-3	-1.659825	-0.326052	1.007296
28	12	0.242487	-0.866025	3.000000	3	-3	0.244563	-0.798853	10.039493
29	12	0.311769	-0.866025	3.000000	3	-3	0.081919	-1.128564	9.860670
30	12	0.381051	-0.866025	3.000000	4	-4	-0.484798	0.262059	2.970813
31	12	0.450333	-0.866025	3.000000	4	-4	-1.306219	1.549176	-4.008539
32	12	0.519615	-0.866025	3.000000	4	-4	-0.240451	0.693855	1.430995
33	12	0.588897	-0.866025	3.000000	4	-4	1.345735	-0.520164	13.159132
34	12	0.658179	-0.866025	3.000000	4	-4	-1.039849	-1.577541	7.752902
35	12	0.727461	-0.866025	3.000000	4	-4	-0.820677	-1.504398	7.950872
36	12	0.796743	-0.866025	3.000000	4	-4	0.197767	0.091388	7.169267
37	12	0.866025	-0.866025	3.000000	3	-3	0.302980	1.767817	2.048861
38	12	0.935307	-0.866025	3.000000	3	-3	1.736311	-1.058497	14.328687
39	12	1.004589	-0.866025	3.000000	3	-3	-0.302985	1.250409	1.945749
40	12	1.073872	-0.866025	3.000000	3	-3	0.045782	0.104549	5.217504
41	12	1.143154	-0.866025	3.000000	3	-3	0.604512	0.304978	6.833657
42	12	1.212436	-0.866025	3.000000	3	-3	0.930254	-0.716751	10.039143
43	12	1.281718	-0.866025	3.000000	3	-3	-1.039959	0.638885	-0.170963
44	12	1.351000	-0.866025	3.000000	3	-3	1.170656	-0.495466	11.402977
45	12	1.420282	-0.866025	3.000000	3	-3	-0.748759	1.187801	0.379950
46	12	1.489564	-0.866025	3.000000	3	-3	-1.188772	1.724139	-2.353130
47	12	1.558846	-0.866025	3.000000	3	-3	-0.330910	-0.612123	7.667014
48	12	1.628128	-0.866025	3.000000	3	-3	-0.984633	0.371018	2.391011
49	12	1.697410	-0.866025	3.000000	3	-3	-0.199079	1.122668	3.295629
0	13	-1.697410	-0.796743	3.000000	2	-2	0.364471	0.185849	4.953797
1	13	-1.628128	-0.796743	3.000000	2	-2	-0.513414	0.027845	5.478947
2	13	-1.558846	-0.796743	3.000000	2	-2	-0.819830	0.280840	3.791006
3	13	-1.489564	-0.796743	3.000000	2	-2	0.255309	0.454960	6.732979
4	13	-1.420282	-0.796743	3.000000	2	-2	-0.910219	-0.129016	3.230705
5	13	-1.351000	-0.796743	3.000000	2	-2	-0.784950	-0.283157	6.775346
6	13	-1.281718	-0.796743	3.000000	2	-2	0.434496	-0.428928	7.998988
7	13	-1.212436	-0.796743	3.000000	2	-2	-0.118929	1.582350	2.870149
8	13	-1.143154	-0.796743	3.000000	2	-2	1.488912	0.235093	10.110953
9	13	-1.073872	-0.796743	3.000000	2	-2	0.623733	1.131000	4.648086
10	13	-1.004589	-0.796743	3.000000	2	-2	0.038132	-0.243851	5.391019
11	13	-0.935307	-0.796743	3.000000	2	-2	1.026518	-1.677637	12.361493
12	13	-0.866025	-0.796743	3.000000	2	-2	0.537115	0.871983	5.263272
13	13	-0.796743	-0.796743	3.000000	2	-2	-0.308966	-0.193905	4.640076
14	13	-0.727461	-0.796743	3.000000	2	-2	0.873608	-0.719361	8.408250
15	13	-0.658179	-0.796743	3.000000	2	-2	-0.071616	1.203466	5.147132
16	13	-0.588897	-0.796743	3.000000	2	-2	-1.539661	1.706016	-0.550172
17	13	-0.519615	-0.796743	3.000000	2	-2	0.059373	1.184344	2.332089
18	13	-0.450333	-0.796743	3.000000	2	-2	-1.096168	-0.432451	4.629744
