u	v	x_coord	y_coord	group	intercept	beta_feat1
18	8	-0.450333	-1.143154	2	3.03129107109599	1.88079321943068
19	8	-0.381051	-1.143154	2	3.03129107109599	1.88079321943068
20	8	-0.311769	-1.143154	2	3.03129107109599	1.88079321943068
21	8	-0.242487	-1.143154	2	3.03129107109599	1.88079321943068
22	8	-0.173205	-1.143154	2	3.03129107109599	1.88079321943068
23	8	-0.103923	-1.143154	2	3.03129107109599	1.88079321943068
24	8	-0.034641	-1.143154	2	3.03129107109599	1.88079321943068
25	8	0.034641	-1.143154	1	3.0271432633197	2.4731219104427
26	8	0.103923	-1.143154	1	3.0271432633197	2.4731219104427
27	8	0.173205	-1.143154	1	3.0271432633197	2.4731219104427
28	8	0.242487	-1.143154	1	3.0271432633197	2.4731219104427
29	8	0.311769	-1.143154	1	3.0271432633197	2.4731219104427
30	8	0.381051	-1.143154	1	3.0271432633197	2.4731219104427
31	8	0.450333	-1.143154	1	3.0271432633197	2.4731219104427
32	8	0.519615	-1.143154	1	3.0271432633197	2.4731219104427
33	8	0.588897	-1.143154	1	3.0271432633197	2.4731219104427
34	8	0.658179	-1.143154	1	3.0271432633197	2.4731219104427
35	8	0.727461	-1.143154	1	3.0271432633197	2.4731219104427
36	8	0.796743	-1.143154	1	3.0271432633197	2.4731219104427
37	8	0.866025	-1.143154	1	3.0271432633197	2.4731219104427
38	8	0.935307	-1.143154	1	3.0271432633197	2.4731219104427
39	8	1.004589	-1.143154	1	3.0271432633197	2.4731219104427
40	8	1.073872	-1.143154	1	3.0271432633197	2.4731219104427
41	8	1.143154	-1.143154	1	3.0271432633197	2.4731219104427
42	8	1.212436	-1.143154	1	3.0271432633197	2.4731219104427
43	8	1.281718	-1.143154	1	3.0271432633197	2.4731219104427
44	8	1.351	-1.143154	1	3.0271432633197	2.4731219104427
45	8	1.420282	-1.143154	1	3.0271432633197	2.4731219104427
46	8	1.489564	-1.143154	1	3.0271432633197	2.4731219104427
47	8	1.558846	-1.143154	1	3.0271432633197	2.4731219104427
48	8	1.628128	-1.143154	1	3.0271432633197	2.4731219104427
49	8	1.69741	-1.143154	1	3.0271432633197	2.4731219104427
0	9	-1.69741	-1.073872	2	3.03129107109599	1.88079321943068
1	9	-1.628128	-1.073872	2	3.03129107109599	1.88079321943068
2	9	-1.558846	-1.073872	2	3.03129107109599	1.88079321943068
3	9	-1.489564	-1.073872	2	3.03129107109599	1.88079321943068
4	9	-1.420282	-1.073872	2	3.03129107109599	1.88079321943068
5	9	-1.351	-1.073872	2	3.03129107109599	1.88079321943068
6	9	-1.281718	-1.073872	2	3.03129107109599	1.88079321943068
7	9	-1.212436	-1.073872	2	3.03129107109599	1.88079321943068
8	9	-1.143154	-1.073872	2	3.03129107109599	1.88079321943068
9	9	-1.073872	-1.073872	2	3.03129107109599	1.88079321943068
10	9	-1.004589	-1.073872	2	3.03129107109599	1.88079321943068
11	9	-0.935307	-1.073872	2	3.03129107109599	1.88079321943068
12	9	-0.866025	-1.073872	2	3.03129107109599	1.88079321943068
13	9	-0.796743	-1.073872	2	3.03129107109599	1.88079321943068
14	9	-0.727461	-1.073872	2	3.03129107109599	1.88079321943068
15	9	-0.658179	-1.073872	2	3.03129107109599	1.88079321943068
16	9	-0.588897	-1.073872	2	3.03129107109599	1.88079321943068
17	9	-0.519615	-1.073872	2	3.03129107109599	1.88079321943068
18	9	-0.450333	-1.073872	2	3.03129107109599	1.88079321943068
19	9	-0.381051	-1.073872	2	3.03129107109599	1.88079321943068
20	9	-0.311769	-1.073872	2	3.03129107109599	1.88079321943068
21	9	-0.242487	-1.073872	2	3.03129107109599	1.88079321943068
22	9	-0.173205	-1.073872	2	3.03129107109599	1.88079321943068
23	9	-0.103923	-1.073872	2	3.03129107109599	1.88079321943068
24	9	-0.034641	-1.073872	2	3.03129107109599	1.88079321943068
25	9	0.034641	-1.073872	1	3.0271432633197	2.4731219104427
26	9	0.103923	-1.073872	1	3.0271432633197	2.4731219104427
27	9	0.173205	-1.073872	1	3.0271432633197	2.4731219104427
28	9	0.242487	-1.073872	1	3.0271432633197	2.4731219104427
29	9	0.311769	-1.073872	1	3.0271432633197	2.4731219104427
30	9	0.381051	-1.073872	1	3.0271432633197	2.4731219104427
31	9	0.450333	-1.073872	1	3.0271432633197	2.4731219104427
32	9	0.519615	-1.073872	1	3.0271432633197	2.4731219104427
33	9	0.588897	-1.073872	1	3.0271432633197	2.4731219104427
34	9	0.658179	-1.073872	1	3.0271432633197	2.4731219104427
35	9	0.727461	-1.073872	1	3.0271432633197	2.4731219104427
36	9	0.796743	-1.073872	1	3.0271432633197	2.4731219104427
37	9	0.866025	-1.073872	1	3.0271432633197	2.4731219104427
38	9	0.935307	-1.073872	1	3.0271432633197	2.4731219104427
39	9	1.004589	-1.073872	1	3.0271432633197	2.4731219104427
40	9	1.073872	-1.073872	1	3.0271432633197	2.4731219104427
41	9	1.143154	-1.073872	1	3.0271432633197	2.4731219104427
42	9	1.212436	-1.073872	1	3.0271432633197	2.4731219104427
43	9	1.281718	-1.073872	1	3.0271432633197	2.4731219104427
44	9	1.351	-1.073872	1	3.0271432633197	2.4731219104427
45	9	1.420282	-1.073872	1	3.0271432633197	2.4731219104427
46	9	1.489564	-1.073872	1	3.0271432633197	2.4731219104427
47	9	1.558846	-1.073872	1	3.0271432633197	2.4731219104427
48	9	1.628128	-1.073872	1	3.0271432633197	2.4731219104427
49	9	1.69741	-1.073872	1	3.0271432633197	2.4731219104427
0	10	-1.69741	-1.004589	2	3.03129107109599	1.88079321943068
1	10	-1.628128	-1.004589	2	3.03129107109599	1.88079321943068
2	10	-1.558846	-1.004589	2	3.03129107109599	1.88079321943068
3	10	-1.489564	-1.004589	2	3.03129107109599	1.88079321943068
4	10	-1.420282	-1.004589	2	3.03129107109599	1.88079321943068
5	10	-1.351	-1.004589	2	3.03129107109599	1.88079321943068
6	10	-1.281718	-1.004589	2	3.03129107109599	1.88079321943068
7	10	-1.212436	-1.004589	2	3.03129107109599	1.88079321943068
8	10	-1.143154	-1.004589	2	3.03129107109599	1.88079321943068
9	10	-1.073872	-1.004589	2	3.03129107109599	1.88079321943068
10	10	-1.004589	-1.004589	2	3.03129107109599	1.88079321943068
11	10	-0.935307	-1.004589	2	3.03129107109599	1.88079321943068
12	10	-0.866025	-1.004589	2	3.03129107109599	1.88079321943068
13	10	-0.796743	-1.004589	2	3.03129107109599	1.88079321943068
14	10	-0.727461	-1.004589	2	3.03129107109599	1.88079321943068
15	10	-0.658179	-1.004589	2	3.03129107109599	1.88079321943068
16	10	-0.588897	-1.004589	2	3.03129107109599	1.88079321943068
17	10	-0.519615	-1.004589	2	3.03129107109599	1.88079321943068
18	10	-0.450333	-1.004589	2	3.03129107109599	1.88079321943068
19	10	-0.381051	-1.004589	2	3.03129107109599	1.88079321943068
20	10	-0.311769	-1.004589	2	3.03129107109599	1.88079321943068
21	10	-0.242487	-1.004589	2	3.03129107109599	1.88079321943068
22	10	-0.173205	-1.004589	2	3.03129107109599	1.88079321943068
23	10	-0.103923	-1.004589	2	3.03129107109599	1.88079321943068
24	10	-0.034641	-1.004589	2	3.03129107109599	1.88079321943068
25	10	0.034641	-1.004589	1	3.0271432633197	2.4731219104427
26	10	0.103923	-1.004589	1	3.0271432633197	2.4731219104427
27	10	0.173205	-1.004589	1	3.0271432633197	2.4731219104427
28	10	0.242487	-1.004589	1	3.0271432633197	2.4731219104427
29	10	0.311769	-1.004589	1	3.0271432633197	2.4731219104427
30	10	0.381051	-1.004589	1	3.0271432633197	2.4731219104427
31	10	0.450333	-1.004589	1	3.0271432633197	2.4731219104427
32	10	0.519615	-1.004589	1	3.0271432633197	2.4731219104427
33	10	0.588897	-1.004589	1	3.0271432633197	2.4731219104427
34	10	0.658179	-1.004589	1	3.0271432633197	2.4731219104427
35	10	0.727461	-1.004589	1	3.0271432633197	2.4731219104427
36	10	0.796743	-1.004589	1	3.0271432633197	2.4731219104427
37	10	0.866025	-1.004589	1	3.0271432633197	2.4731219104427
38	10	0.935307	-1.004589	1	3.0271432633197	2.4731219104427
39	10	1.004589	-1.004589	1	3.0271432633197	2.4731219104427
40	10	1.073872	-1.004589	1	3.0271432633197	2.4731219104427
41	10	1.143154	-1.004589	1	3.0271432633197	2.4731219104427
42	10	1.212436	-1.004589	1	3.0271432633197	2.4731219104427
43	10	1.281718	-1.004589	1	3.0271432633197	2.4731219104427
44	10	1.351	-1.004589	1	3.0271432633197	2.4731219104427
45	10	1.420282	-1.004589	1	3.0271432633197	2.4731219104427
46	10	1.489564	-1.004589	1	3.0271432633197	2.4731219104427
47	10	1.558846	-1.004589	1	3.0271432633197	2.4731219104427
48	10	1.628128	-1.004589	1	3.0271432633197	2.4731219104427
49	10	1.69741	-1.004589	1	3.0271432633197	2.4731219104427
0	11	-1.69741	-0.935307	2	3.03129107109599	1.88079321943068
1	11	-1.628128	-0.935307	2	3.03129107109599	1.88079321943068
2	11	-1.558846	-0.935307	2	3.03129107109599	1.88079321943068
3	11	-1.489564	-0.935307	2	3.03129107109599	1.88079321943068
4	11	-1.420282	-0.935307	2	3.03129107109599	1.88079321943068
5	11	-1.351	-0.935307	2	3.03129107109599	1.88079321943068
6	11	-1.281718	-0.935307	2	3.03129107109599	1.88079321943068
7	11	-1.212436	-0.935307	2	3.03129107109599	1.88079321943068
8	11	-1.143154	-0.935307	2	3.03129107109599	1.88079321943068
9	11	-1.073872	-0.935307	2	3.03129107109599	1.88079321943068
10	11	-1.004589	-0.935307	2	3.03129107109599	1.88079321943068
11	11	-0.935307	-0.935307	2	3.03129107109599	1.88079321943068
12	11	-0.866025	-0.935307	2	3.03129107109599	1.88079321943068
13	11	-0.796743	-0.935307	2	3.03129107109599	1.88079321943068
14	11	-0.727461	-0.935307	2	3.03129107109599	1.88079321943068
15	11	-0.658179	-0.935307	2	3.03129107109599	1.88079321943068
16	11	-0.588897	-0.935307	2	3.03129107109599	1.88079321943068
17	11	-0.519615	-0.935307	2	3.03129107109599	1.88079321943068
18	11	-0.450333	-0.935307	2	3.03129107109599	1.88079321943068
19	11	-0.381051	-0.935307	2	3.03129107109599	1.88079321943068
20	11	-0.311769	-0.935307	2	3.03129107109599	1.88079321943068
21	11	-0.242487	-0.935307	2	3.03129107109599	1.88079321943068
22	11	-0.173205	-0.935307	2	3.03129107109599	1.88079321943068
23	11	-0.103923	-0.935307	2	3.03129107109599	1.88079321943068
24	11	-0.034641	-0.935307	2	3.03129107109599	1.88079321943068
25	11	0.034641	-0.935307	1	3.0271432633197	2.4731219104427
26	11	0.103923	-0.935307	1	3.0271432633197	2.4731219104427
27	11	0.173205	-0.935307	1	3.0271432633197	2.4731219104427
28	11	0.242487	-0.935307	1	3.0271432633197	2.4731219104427
29	11	0.311769	-0.935307	1	3.0271432633197	2.4731219104427
30	11	0.381051	-0.935307	1	3.0271432633197	2.4731219104427
31	11	0.450333	-0.935307	1	3.0271432633197	2.4731219104427
32	11	0.519615	-0.935307	1	3.0271432633197	2.4731219104427
33	11	0.588897	-0.935307	1	3.0271432633197	2.4731219104427
34	11	0.658179	-0.935307	1	3.0271432633197	2.4731219104427
35	11	0.727461	-0.935307	1	3.0271432633197	2.4731219104427
36	11	0.796743	-0.935307	1	3.0271432633197	2.4731219104427
37	11	0.866025	-0.935307	1	3.0271432633197	2.4731219104427
38	11	0.935307	-0.935307	1	3.0271432633197	2.4731219104427
39	11	1.004589	-0.935307	1	3.0271432633197	2.4731219104427
40	11	1.073872	-0.935307	1	3.0271432633197	2.4731219104427
41	11	1.143154	-0.935307	1	3.0271432633197	2.4731219104427
42	11	1.212436	-0.935307	1	3.0271432633197	2.4731219104427
43	11	1.281718	-0.935307	1	3.0271432633197	2.4731219104427
44	11	1.351	-0.935307	1	3.0271432633197	2.4731219104427
45	11	1.420282	-0.935307	1	3.0271432633197	2.4731219104427
46	11	1.489564	-0.935307	1	3.0271432633197	2.4731219104427
47	11	1.558846	-0.935307	1	3.0271432633197	2.4731219104427
48	11	1.628128	-0.935307	1	3.0271432633197	2.4731219104427
49	11	1.69741	-0.935307	1	3.0271432633197	2.4731219104427
0	12	-1.69741	-0.866025	2	3.03129107109599	1.88079321943068
1	12	-1.628128	-0.866025	2	3.03129107109599	1.88079321943068
2	12	-1.558846	-0.866025	2	3.03129107109599	1.88079321943068
3	12	-1.489564	-0.866025	2	3.03129107109599	1.88079321943068
4	12	-1.420282	-0.866025	2	3.03129107109599	1.88079321943068
5	12	-1.351	-0.866025	2	3.03129107109599	1.88079321943068
6	12	-1.281718	-0.866025	2	3.03129107109599	1.88079321943068
7	12	-1.212436	-0.866025	2	3.03129107109599	1.88079321943068
8	12	-1.143154	-0.866025	2	3.03129107109599	1.88079321943068
9	12	-1.073872	-0.866025	2	3.03129107109599	1.88079321943068
10	12	-1.004589	-0.866025	2	3.03129107109599	1.88079321943068
11	12	-0.935307	-0.866025	2	3.03129107109599	1.88079321943068
12	12	-0.866025	-0.866025	2	3.03129107109599	1.88079321943068
13	12	-0.796743	-0.866025	2	3.03129107109599	1.88079321943068
14	12	-0.727461	-0.866025	2	3.03129107109599	1.88079321943068
15	12	-0.658179	-0.866025	2	3.03129107109599	1.88079321943068
16	12	-0.588897	-0.866025	2	3.03129107109599	1.88079321943068
17	12	-0.519615	-0.866025	2	3.03129107109599	1.88079321943068
18	12	-0.450333	-0.866025	2	3.03129107109599	1.88079321943068
19	12	-0.381051	-0.866025	2	3.03129107109599	1.88079321943068
20	12	-0.311769	-0.866025	2	3.03129107109599	1.88079321943068
21	12	-0.242487	-0.866025	2	3.03129107109599	1.88079321943068
22	12	-0.173205	-0.866025	2	3.03129107109599	1.88079321943068
23	12	-0.103923	-0.866025	2	3.03129107109599	1.88079321943068
24	12	-0.034641	-0.866025	3	3.04446792206953	3.25198464615796
25	12	0.034641	-0.866025	3	3.04446792206953	3.25198464615796
26	12	0.103923	-0.866025	3	3.04446792206953	3.25198464615796
27	12	0.173205	-0.866025	3	3.04446792206953	3.25198464615796
28	12	0.242487	-0.866025	1	3.0271432633197	2.4731219104427
29	12	0.311769	-0.866025	1	3.0271432633197	2.4731219104427
30	12	0.381051	-0.866025	1	3.0271432633197	2.4731219104427
31	12	0.450333	-0.866025	1	3.0271432633197	2.4731219104427
32	12	0.519615	-0.866025	1	3.0271432633197	2.4731219104427
33	12	0.588897	-0.866025	1	3.0271432633197	2.4731219104427
34	12	0.658179	-0.866025	1	3.0271432633197	2.4731219104427
35	12	0.727461	-0.866025	1	3.0271432633197	2.4731219104427
36	12	0.796743	-0.866025	1	3.0271432633197	2.4731219104427
37	12	0.866025	-0.866025	1	3.0271432633197	2.4731219104427
38	12	0.935307	-0.866025	1	3.0271432633197	2.4731219104427
39	12	1.004589	-0.866025	1	3.0271432633197	2.4731219104427
40	12	1.073872	-0.866025	1	3.0271432633197	2.4731219104427
41	12	1.143154	-0.866025	1	3.0271432633197	2.4731219104427
42	12	1.212436	-0.866025	1	3.0271432633197	2.4731219104427
43	12	1.281718	-0.866025	1	3.0271432633197	2.4731219104427
44	12	1.351	-0.866025	1	3.0271432633197	2.4731219104427
45	12	1.420282	-0.866025	1	3.0271432633197	2.4731219104427
46	12	1.489564	-0.866025	1	3.0271432633197	2.4731219104427
47	12	1.558846	-0.866025	1	3.0271432633197	2.4731219104427
48	12	1.628128	-0.866025	1	3.0271432633197	2.4731219104427
49	12	1.69741	-0.866025	1	3.0271432633197	2.4731219104427
0	13	-1.69741	-0.796743	2	3.03129107109599	1.88079321943068
1	13	-1.628128	-0.796743	2	3.03129107109599	1.88079321943068
2	13	-1.558846	-0.796743	2	3.03129107109599	1.88079321943068
3	13	-1.489564	-0.796743	2	3.03129107109599	1.88079321943068
4	13	-1.420282	-0.796743	2	3.03129107109599	1.88079321943068
5	13	-1.351	-0.796743	2	3.03129107109599	1.88079321943068
6	13	-1.281718	-0.796743	2	3.03129107109599	1.88079321943068
7	13	-1.212436	-0.796743	2	3.03129107109599	1.88079321943068
8	13	-1.143154	-0.796743	2	3.03129107109599	1.88079321943068
9	13	-1.073872	-0.796743	2	3.03129107109599	1.88079321943068
10	13	-1.004589	-0.796743	2	3.03129107109599	1.88079321943068
11	13	-0.935307	-0.796743	2	3.03129107109599	1.88079321943068
12	13	-0.866025	-0.796743	2	3.03129107109599	1.88079321943068
13	13	-0.796743	-0.796743	2	3.03129107109599	1.88079321943068
14	13	-0.727461	-0.796743	2	3.03129107109599	1.88079321943068
15	13	-0.658179	-0.796743	2	3.03129107109599	1.88079321943068
16	13	-0.588897	-0.796743	2	3.03129107109599	1.88079321943068
17	13	-0.519615	-0.796743	2	3.03129107109599	1.88079321943068
18	13	-0.450333	-0.796743	2	3.03129107109599	1.88079321943068
19	13	-0.381051	-0.796743	2	3.03129107109599	1.88079321943068
20	13	-0.311769	-0.796743	2	3.03129107109599	1.88079321943068
21	13	-0.242487	-0.796743	3	3.04446792206953	3.25198464615796
22	13	-0.173205	-0.796743	3	3.04446792206953	3.25198464615796
23	13	-0.103923	-0.796743	3	3.04446792206953	3.25198464615796
24	13	-0.034641	-0.796743	3	3.04446792206953	3.25198464615796
25	13	0.034641	-0.796743	3	3.04446792206953	3.25198464615796
26	13	0.103923	-0.796743	3	3.04446792206953	3.25198464615796
27	13	0.173205	-0.796743	3	3.04446792206953	3.25198464615796
28	13	0.242487	-0.796743	3	3.04446792206953	3.25198464615796
29	13	0.311769	-0.796743	1	3.0271432633197	2.4731219104427
30	13	0.381051	-0.796743	1	3.0271432633197	2.4731219104427
31	13	0.450333	-0.796743	1	3.0271432633197	2.4731219104427
32	13	0.519615	-0.796743	1	3.0271432633197	2.4731219104427
33	13	0.588897	-0.796743	1	3.0271432633197	2.4731219104427
34	13	0.658179	-0.796743	1	3.0271432633197	2.4731219104427
35	13	0.727461	-0.796743	1	3.0271432633197	2.4731219104427
36	13	0.796743	-0.796743	1	3.0271432633197	2.4731219104427
37	13	0.866025	-0.796743	1	3.0271432633197	2.4731219104427
38	13	0.935307	-0.796743	1	3.0271432633197	2.4731219104427
39	13	1.004589	-0.796743	1	3.0271432633197	2.4731219104427
40	13	1.073872	-0.796743	1	3.0271432633197	2.4731219104427
41	13	1.143154	-0.796743	1	3.0271432633197	2.4731219104427
42	13	1.212436	-0.796743	1	3.0271432633197	2.4731219104427
43	13	1.281718	-0.796743	1	3.0271432633197	2.4731219104427
44	13	1.351	-0.796743	1	3.0271432633197	2.4731219104427
45	13	1.420282	-0.796743	1	3.0271432633197	2.4731219104427
46	13	1.489564	-0.796743	1	3.0271432633197	2.4731219104427
47	13	1.558846	-0.796743	1	3.0271432633197	2.4731219104427
48	13	1.628128	-0.796743	1	3.0271432633197	2.4731219104427
49	13	1.69741	-0.796743	1	3.0271432633197	2.4731219104427
0	14	-1.69741	-0.727461	2	3.03129107109599	1.88079321943068
1	14	-1.628128	-0.727461	2	3.03129107109599	1.88079321943068
2	14	-1.558846	-0.727461	2	3.03129107109599	1.88079321943068
3	14	-1.489564	-0.727461	2	3.03129107109599	1.88079321943068
4	14	-1.420282	-0.727461	2	3.03129107109599	1.88079321943068
5	14	-1.351	-0.727461	2	3.03129107109599	1.88079321943068
6	14	-1.281718	-0.727461	2	3.03129107109599	1.88079321943068
7	14	-1.212436	-0.727461	2	3.03129107109599	1.88079321943068
8	14	-1.143154	-0.727461	2	3.03129107109599	1.88079321943068
9	14	-1.073872	-0.727461	2	3.03129107109599	1.88079321943068
10	14	-1.004589	-0.727461	2	3.03129107109599	1.88079321943068
11	14	-0.935307	-0.727461	2	3.03129107109599	1.88079321943068
12	14	-0.866025	-0.727461	2	3.03129107109599	1.88079321943068
13	14	-0.796743	-0.727461	2	3.03129107109599	1.88079321943068
14	14	-0.727461	-0.727461	2	3.03129107109599	1.88079321943068
15	14	-0.658179	-0.727461	2	3.03129107109599	1.88079321943068
16	14	-0.588897	-0.727461	2	3.03129107109599	1.88079321943068
17	14	-0.519615	-0.727461	2	3.03129107109599	1.88079321943068
18	14	-0.450333	-0.727461	2	3.03129107109599	1.88079321943068
19	14	-0.381051	-0.727461	2	3.03129107109599	1.88079321943068
20	14	-0.311769	-0.727461	2	3.03129107109599	1.88079321943068
21	14	-0.242487	-0.727461	3	3.04446792206953	3.25198464615796
22	14	-0.173205	-0.727461	3	3.04446792206953	3.25198464615796
23	14	-0.103923	-0.727461	3	3.04446792206953	3.25198464615796
24	14	-0.034641	-0.727461	3	3.04446792206953	3.25198464615796
25	14	0.034641	-0.727461	3	3.04446792206953	3.25198464615796
26	14	0.103923	-0.727461	3	3.04446792206953	3.25198464615796
27	14	0.173205	-0.727461	3	3.04446792206953	3.25198464615796
28	14	0.242487	-0.727461	3	3.04446792206953	3.25198464615796
29	14	0.311769	-0.727461	1	3.0271432633197	2.4731219104427
30	14	0.381051	-0.727461	1	3.0271432633197	2.4731219104427
31	14	0.450333	-0.727461	1	3.0271432633197	2.4731219104427
32	14	0.519615	-0.727461	1	3.0271432633197	2.4731219104427
33	14	0.588897	-0.727461	1	3.0271432633197	2.4731219104427
34	14	0.658179	-0.727461	1	3.0271432633197	2.4731219104427
35	14	0.727461	-0.727461	1	3.0271432633197	2.4731219104427
36	14	0.796743	-0.727461	1	3.0271432633197	2.4731219104427
37	14	0.866025	-0.727461	1	3.0271432633197	2.4731219104427
38	14	0.935307	-0.727461	1	3.0271432633197	2.4731219104427
39	14	1.004589	-0.727461	1	3.0271432633197	2.4731219104427
40	14	1.073872	-0.727461	1	3.0271432633197	2.4731219104427
41	14	1.143154	-0.727461	1	3.0271432633197	2.4731219104427
42	14	1.212436	-0.727461	1	3.0271432633197	2.4731219104427
43	14	1.281718	-0.727461	1	3.0271432633197	2.4731219104427
44	14	1.351	-0.727461	1	3.0271432633197	2.4731219104427
45	14	1.420282	-0.727461	1	3.0271432633197	2.4731219104427
46	14	1.489564	-0.727461	1	3.0271432633197	2.4731219104427
47	14	1.558846	-0.727461	1	3.0271432633197	2.4731219104427
48	14	1.628128	-0.727461	1	3.0271432633197	2.4731219104427
49	14	1.69741	-0.727461	1	3.0271432633197	2.4731219104427
0	15	-1.69741	-0.658179	2	3.03129107109599	1.88079321943068
1	15	-1.628128	-0.658179	2	3.03129107109599	1.88079321943068
2	15	-1.558846	-0.658179	2	3.03129107109599	1.88079321943068
3	15	-1.489564	-0.658179	2	3.03129107109599	1.88079321943068
4	15	-1.420282	-0.658179	2	3.03129107109599	1.88079321943068
5	15	-1.351	-0.658179	2	3.03129107109599	1.88079321943068
6	15	-1.281718	-0.658179	2	3.03129107109599	1.88079321943068
7	15	-1.212436	-0.658179	2	3.03129107109599	1.88079321943068
8	15	-1.143154	-0.658179	2	3.03129107109599	1.88079321943068
9	15	-1.073872	-0.658179	2	3.03129107109599	1.88079321943068
10	15	-1.004589	-0.658179	2	3.03129107109599	1.88079321943068
11	15	-0.935307	-0.658179	2	3.03129107109599	1.88079321943068
12	15	-0.866025	-0.658179	2	3.03129107109599	1.88079321943068
13	15	-0.796743	-0.658179	2	3.03129107109599	1.88079321943068
14	15	-0.727461	-0.658179	2	3.03129107109599	1.88079321943068
15	15	-0.658179	-0.658179	2	3.03129107109599	1.88079321943068
16	15	-0.588897	-0.658179	2	3.03129107109599	1.88079321943068
17	15	-0.519615	-0.658179	2	3.03129107109599	1.88079321943068
18	15	-0.450333	-0.658179	2	3.03129107109599	1.88079321943068
19	15	-0.381051	-0.658179	2	3.03129107109599	1.88079321943068
20	15	-0.311769	-0.658179	2	3.03129107109599	1.88079321943068
21	15	-0.242487	-0.658179	3	3.04446792206953	3.25198464615796
22	15	-0.173205	-0.658179	3	3.04446792206953	3.25198464615796
23	15	-0.103923	-0.658179	3	3.04446792206953	3.25198464615796
24	15	-0.034641	-0.658179	3	3.04446792206953	3.25198464615796
25	15	0.034641	-0.658179	3	3.04446792206953	3.25198464615796
26	15	0.103923	-0.658179	3	3.04446792206953	3.25198464615796
27	15	0.173205	-0.658179	3	3.04446792206953	3.25198464615796
28	15	0.242487	-0.658179	3	3.04446792206953	3.25198464615796
29	15	0.311769	-0.658179	3	3.04446792206953	3.25198464615796
30	15	0.381051	-0.658179	1	3.0271432633197	2.4731219104427
31	15	0.450333	-0.658179	1	3.0271432633197	2.4731219104427
32	15	0.519615	-0.658179	1	3.0271432633197	2.4731219104427
33	15	0.588897	-0.658179	1	3.0271432633197	2.4731219104427
34	15	0.658179	-0.658179	1	3.0271432633197	2.4731219104427
35	15	0.727461	-0.658179	1	3.0271432633197	2.4731219104427
36	15	0.796743	-0.658179	1	3.0271432633197	2.4731219104427
37	15	0.866025	-0.658179	1	3.0271432633197	2.4731219104427
38	15	0.935307	-0.658179	1	3.0271432633197	2.4731219104427
39	15	1.004589	-0.658179	1	3.0271432633197	2.4731219104427
40	15	1.073872	-0.658179	1	3.0271432633197	2.4731219104427
41	15	1.143154	-0.658179	1	3.0271432633197	2.4731219104427
42	15	1.212436	-0.658179	1	3.0271432633197	2.4731219104427
43	15	1.281718	-0.658179	1	3.0271432633197	2.4731219104427
44	15	1.351	-0.658179	1	3.0271432633197	2.4731219104427
45	15	1.420282	-0.658179	1	3.0271432633197	2.4731219104427
46	15	1.489564	-0.658179	1	3.0271432633197	2.4731219104427
47	15	1.558846	-0.658179	1	3.0271432633197	2.4731219104427
48	15	1.628128	-0.658179	1	3.0271432633197	2.4731219104427
49	15	1.69741	-0.658179	1	3.0271432633197	2.4731219104427
0	16	-1.69741	-0.588897	2	3.03129107109599	1.88079321943068
1	16	-1.628128	-0.588897	2	3.03129107109599	1.88079321943068
2	16	-1.558846	-0.588897	2	3.03129107109599	1.88079321943068
3	16	-1.489564	-0.588897	2	3.03129107109599	1.88079321943068
4	16	-1.420282	-0.588897	2	3.03129107109599	1.88079321943068
5	16	-1.351	-0.588897	2	3.03129107109599	1.88079321943068
6	16	-1.281718	-0.588897	2	3.03129107109599	1.88079321943068
7	16	-1.212436	-0.588897	2	3.03129107109599	1.88079321943068
8	16	-1.143154	-0.588897	2	3.03129107109599	1.88079321943068
9	16	-1.073872	-0.588897	2	3.03129107109599	1.88079321943068
10	16	-1.004589	-0.588897	2	3.03129107109599	1.88079321943068
11	16	-0.935307	-0.588897	2	3.03129107109599	1.88079321943068
12	16	-0.866025	-0.588897	2	3.03129107109599	1.88079321943068
13	16	-0.796743	-0.588897	2	3.03129107109599	1.88079321943068
14	16	-0.727461	-0.588897	2	3.03129107109599	1.88079321943068
15	16	-0.658179	-0.588897	2	3.03129107109599	1.88079321943068
16	16	-0.588897	-0.588897	2	3.03129107109599	1.88079321943068
17	16	-0.519615	-0.588897	2	3.03129107109599	1.88079321943068
18	16	-0.450333	-0.588897	2	3.03129107109599	1.88079321943068
19	16	-0.381051	-0.588897	2	3.03129107109599	1.88079321943068
20	16	-0.311769	-0.588897	3	3.04446792206953	3.25198464615796
21	16	-0.242487	-0.588897	2	3.03129107109599	1.88079321943068
22	16	-0.173205	-0.588897	3	3.04446792206953	3.25198464615796
23	16	-0.103923	-0.588897	3	3.04446792206953	3.25198464615796
24	16	-0.034641	-0.588897	3	3.04446792206953	3.25198464615796
25	16	0.034641	-0.588897	3	3.04446792206953	3.25198464615796
26	16	0.103923	-0.588897	3	3.04446792206953	3.25198464615796
27	16	0.173205	-0.588897	3	3.04446792206953	3.25198464615796
28	16	0.242487	-0.588897	3	3.04446792206953	3.25198464615796
29	16	0.311769	-0.588897	3	3.04446792206953	3.25198464615796
30	16	0.381051	-0.588897	3	3.04446792206953	3.25198464615796
31	16	0.450333	-0.588897	1	3.0271432633197	2.4731219104427
32	16	0.519615	-0.588897	1	3.0271432633197	2.4731219104427
33	16	0.588897	-0.588897	1	3.0271432633197	2.4731219104427
34	16	0.658179	-0.588897	1	3.0271432633197	2.4731219104427
